query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Temporal pole (middle temporal gyrus),temporal pole (temporopolar cortex),HOMBA:12146,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,middle;temporal;gyrus;middle temporal gyrus,0.25,modifier_conflict,middle temporal gyrus,0.945
Anterior cingulate and paracingulate gyri,anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.529843,bm25+fuzzy,anterior cingulate  cortex,Anterior cingulate and paracingulate gyri,,1.0,low_confidence,cingulate cortex,0.524465
Median cingulate and paracingulate gyri,paracingulate gyrus,HOMBA:146034872,0.455226,bm25+fuzzy,paracingulate gyrus,Median cingulate and paracingulate gyri,,1.0,low_confidence,paracingulate sulcus,0.409735
Posterior cingulate gyrus,posterior cingulate cortex (PCC),HOMBA:10285,1.0,bm25+exact+fuzzy,Posterior cingulate gyrus,Posterior cingulate gyrus,posterior,1.0,high_confidence,"cingulate gyrus, caudal (posterior) part",0.889801
Hippocampus,hippocampus,HOMBA:AA30093,1.0,bm25+exact+fuzzy,Hippocampus,Hippocampus,,1.0,high_confidence,hippocampal proper (Cornu Ammonis),0.770833
Parahippocampal gyrus,parahippocampal gyrus,HOMBA:12162,1.0,bm25+exact+fuzzy+hierarchy_parent,Parahippocampal gyrus,Parahippocampal gyrus,,1.0,high_confidence,anterior parahippocampal gyrus,0.736733
Insula,insular lobe,HOMBA:12176,1.0,bm25+exact+fuzzy+hierarchy_parent,Insula,Insula,,1.0,high_confidence,limen insula,0.8125
Amygdala,amygdaloid complex,HOMBA:10361,1.0,bm25+exact+fuzzy,Amygdala,Amygdala,,1.0,high_confidence,regions of amygdaloid complex,0.903017
Caudate nucleus,caudate nucleus (mediodorsal division of the CP),HOMBA:10334,1.0,bm25+exact+fuzzy+hierarchy_parent,Caudate nucleus,Caudate nucleus,,1.0,high_confidence,body of caudate nucleus,0.843297
Lenticular nucleus (putamen),putamen (lateroventral division of the CP),HOMBA:10338,1.0,bm25+exact+fuzzy,Lenticular nucleus,Lenticular nucleus,putamen,1.0,high_confidence,caudal putamen,0.935
Lenticular nucleus (pallidum),putamen (lateroventral division of the CP),HOMBA:10338,0.88,bm25+exact+fuzzy,Lenticular nucleus,Lenticular nucleus,pallidum,0.0,needs_review,globus pallidus (paleostriatum),0.797835
Thalamus,thalamus,HOMBA:10390,1.0,bm25+exact+fuzzy,Thalamus,Thalamus,,1.0,high_confidence,regions of thalamus,0.7554
Putamen,putamen (lateroventral division of the CP),HOMBA:10338,1.0,bm25+exact+fuzzy+hierarchy_parent,Putamen,Putamen,,1.0,high_confidence,caudal putamen,0.7009
External globus pallidus,external division of globus pallidus,HOMBA:10343,0.978625,bm25+fuzzy,external division of globus pallidus,External globus pallidus,external,1.0,high_confidence,external medullary lamina of globus pallidus,0.805567
Internal globus pallidus,globus pallidus (paleostriatum),HOMBA:10342,0.938625,bm25+fuzzy+hierarchy_parent,globus pallidus (paleostriatum),Internal globus pallidus,,1.0,high_confidence,internal division of globus pallidus,0.858625
Nucleus accumbens,nucleus accumbens,HOMBA:10339,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus accumbens,Nucleus accumbens,,1.0,high_confidence,core of nucleus accumbens,0.736733
Zona incerta,zona incerta,HOMBA:10463,1.0,bm25+exact+fuzzy,Zona incerta,Zona incerta,,1.0,high_confidence,,
Anterior thalamic nucleus,anterior nuclear complex of thalamus,HOMBA:10392,1.0,bm25+exact+fuzzy,anterior thalamic nuclei,anterior thalamic nuclei,,1.0,high_confidence,rostral thalamic radiation,0.644573
Ventral anterior thalamic nucleus,anterior nuclear complex of thalamus,HOMBA:10392,0.6952,bm25+fuzzy,anterior thalamic nuclei,ventral anterior thalamic nuclei,ventral,0.0,needs_review,rostral thalamic radiation,0.516582
Ventral lateral thalamic nucleus,ventral lateral nucleus of thalamus,HOMBA:10420,0.804396,bm25+fuzzy,ventral lateral nucleus of thalamus,Ventral lateral thalamic nucleus,ventral;lateral,1.0,needs_review,pregeniculate nucleus (ventral lateral geniculate nucleus),0.802743
Ventralis intermedius,anterior (ventral /principal) pretectal nucleus,HOMBA:12187,0.37625,fuzzy,ventral,Ventralis intermedius,,1.0,low_confidence,anterior (ventral) spinal artery,0.37625
Ventral posterior internal thalamic nucleus,ventral posterior inferior nucleus,HOMBA:10426,0.784292,bm25+fuzzy,ventral posterior inferior nucleus,Ventral posterior internal thalamic nucleus,ventral;posterior,1.0,needs_review,ventral posterior lateral nucleus,0.770817
Ventral posterior external thalamic nucleus,ventral posterior lateral nucleus,HOMBA:10424,0.725911,bm25+fuzzy,ventral posterior lateral nucleus,Ventral posterior external thalamic nucleus,ventral;posterior;external,0.666667,modifier_conflict,ventral posterior nuclear complex of thalamus,0.719434
Mediodorsal thalamic nucleus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.730692,hierarchy_parent,ventral midline nuclei of thalamus,Mediodorsal thalamic nucleus,,1.0,needs_review,submedius thalamic nucleus,0.650692
Pulvinar,pulvinar of thalamus,HOMBA:10409,1.0,bm25+exact+fuzzy+hierarchy_parent,Pulvinar,Pulvinar,,1.0,high_confidence,lateroposterior-pulvinar complex,0.621991
Centre median parafascicular complex,subicular complex,HOMBA:266441673,0.446947,bm25+fuzzy,subicular complex,Centre median parafascicular complex,,1.0,low_confidence,posterior nuclear complex of thalamus,0.411386
Reticular perithalamic nucleus,reticular nucleus of thalamus,HOMBA:10464,0.724388,bm25+fuzzy,reticular nuclei of thalamus,reticular perithalamic nuclei,reticular,1.0,needs_review,parvicellular division of reticular nucleus (perireticular nucleus),0.703489
Internal capsule,internal capsule,HOMBA:10581,1.0,bm25+exact+fuzzy+hierarchy_parent,Internal capsule,Internal capsule,,1.0,high_confidence,genu of internal capsule,0.854167
Forel's field H,prerubral field (field H3),HOMBA:AA30325,0.518234,bm25+fuzzy,prerubral field (field H3),Forel's field H,,1.0,low_confidence,lenticular fasciculus (field H2),0.512153
Forel's field H1,thalamic fasciculus (field H1),HOMBA:10593,0.767331,bm25+fuzzy,field H1,Forel's field H1,,1.0,needs_review,prerubral field (field H3),0.505464
Forel's field H2,lenticular fasciculus (field H2),HOMBA:10585,0.767331,bm25+fuzzy,field H2,Forel's field H2,,1.0,needs_review,prerubral field (field H3),0.505464
Ansa lenticularis,ansa lenticularis,HOMBA:10571,1.0,bm25+exact+fuzzy,Ansa lenticularis,Ansa lenticularis,,1.0,high_confidence,ansa peduncularis,0.277461
Brachium conjunctivum,superior cerebellar peduncle (brachium conjunctivum),HOMBA:12354,1.0,bm25+exact+fuzzy,Brachium conjunctivum,Brachium conjunctivum,,1.0,high_confidence,middle cerebellar peduncle (brachium pontis),0.265003
Fornix,fornix,HOMBA:10576,1.0,bm25+exact+fuzzy+hierarchy_parent,Fornix,Fornix,,1.0,high_confidence,body of the fornix,0.589095
Lateral ventricle,body of lateral ventricles,HOMBA:10598,0.976667,bm25+fuzzy,body of lateral ventricle,Lateral ventricle,lateral,1.0,high_confidence,atrium of lateral ventricles,0.946389
CA1,CA1 region of hippocampus,HOMBA:10297,1.0,bm25+exact+fuzzy+hierarchy_parent,CA1,CA1,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA2,CA2 region of hippocampus,HOMBA:10298,1.0,bm25+exact+fuzzy+hierarchy_parent,CA2,CA2,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA3,CA3 region of hippocampus,HOMBA:10299,1.0,bm25+exact+fuzzy+hierarchy_parent,CA3,CA3,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA4 (dentate hilus),CA4 region of hippocampus,HOMBA:10300,0.88,bm25+exact+fuzzy,CA4,CA4,dentate;hilus;dentate hilus,0.0,needs_review,dentate gyrus,0.557748
Dentate gyrus,dentate gyrus,HOMBA:10295,1.0,bm25+exact+fuzzy+hierarchy_parent,Dentate gyrus,Dentate gyrus,,1.0,high_confidence,major division of dentate gyrus,0.898452
Subiculum,subiculum proper (strictly defined subiculum),HOMBA:10302,1.0,bm25+exact+fuzzy+hierarchy_parent,Subiculum,Subiculum,,1.0,high_confidence,major division of subiculum,0.789559
Vestigial hippocampal sulcus,hippocampal commissure,HOMBA:10560,0.487623,bm25+fuzzy+hierarchy_parent,hippocampal commissure,Vestigial hippocampal sulcus,,1.0,low_confidence,hippocampal fissure,0.482584
Anterior nucleus (thalamus),rostral division of pulvinar,HOMBA:10410,0.923571,bm25+fuzzy,anterior nucleus of pulvinar,Anterior nucleus,thalamus,1.0,high_confidence,ventral anterior nucleus of thalamus,0.905634
Lateral geniculate nucleus,lateral geniculate nucleus (dorsal lateral geniculate nucleus),HOMBA:10429,1.0,bm25+exact+fuzzy,Lateral geniculate nucleus,Lateral geniculate nucleus,lateral,1.0,high_confidence,pregeniculate nucleus (ventral lateral geniculate nucleus),0.9975
Medial geniculate nucleus,medial geniculate nucleus,HOMBA:10434,1.0,bm25+exact+fuzzy,Medial geniculate nucleus,Medial geniculate nucleus,medial,1.0,high_confidence,dorsal (rostral) division of medial geniculate nucleus,0.9975
Ventral posterior thalamic nucleus,posterior thalamic radiation,HOMBA:12053,0.64703,bm25+fuzzy,posterior thalamic radiation,Ventral posterior thalamic nucleus,ventral;posterior,0.5,modifier_conflict,parvicellular ventral posterior (medial) nucleus (VPMpc),0.436715
Intralaminar thalamic nuclei,intralaminar nuclear complex of thalamus,HOMBA:10442,0.572083,bm25+fuzzy+hierarchy_parent,intralaminar nuclear complex,Intralaminar thalamic nuclei,,1.0,low_confidence,anterior nuclear complex of thalamus,0.556174
Medial dorsal thalamic nucleus,dorsal (rostral) division of medial geniculate nucleus,HOMBA:10435,0.71886,bm25+fuzzy,dorsal division of medial geniculate nuclei,medial dorsal thalamic nuclei,medial;dorsal,1.0,needs_review,dorsal division of caudal medial nucleus,0.708913
Lateral posterior thalamic nucleus,posterior thalamic radiation,HOMBA:12053,0.658267,bm25+fuzzy,posterior thalamic radiation,Lateral posterior thalamic nucleus,lateral;posterior,0.5,modifier_conflict,lateral posterior nucleus of thalamus,0.434205
Posterior thalamic nucleus,posterior thalamic radiation,HOMBA:12053,0.768552,bm25+fuzzy,posterior thalamic radiation,Posterior thalamic nucleus,posterior,1.0,needs_review,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.39689
Medial pulvinar,medial division of pulvinar,HOMBA:10411,1.0,bm25+fuzzy,medial division of pulvinar of thalamus,medial pulvinar of thalamus,medial,1.0,high_confidence,pulvinar of thalamus,0.7172
Inferior pulvinar,inferior division of pulvinar,HOMBA:10413,0.763776,bm25+fuzzy,inferior division of pulvinar of thalamus,inferior pulvinar of thalamus,,1.0,needs_review,pulvinar of thalamus,0.725647
Lateral pulvinar,lateral division of pulvinar,HOMBA:10412,1.0,bm25+fuzzy,lateral division of pulvinar of thalamus,lateral pulvinar of thalamus,lateral,1.0,high_confidence,pulvinar of thalamus,0.7172
Anterior pulvinar,pulvinar of thalamus,HOMBA:10409,0.7009,bm25+fuzzy+hierarchy_parent,pulvinar of thalamus,anterior pulvinar of thalamus,,1.0,needs_review,rostral division of pulvinar,0.665213
Ventral medial thalamic nucleus,ventral medial nucleus of thalamus,HOMBA:10427,0.803215,bm25+fuzzy,ventral medial nucleus of thalamus,Ventral medial thalamic nucleus,ventral;medial,1.0,needs_review,ventral (caudal) division of medial geniculate nucleus,0.793673
Transverse temporal gyri (Heschl's gyri),transverse temporal gyrus (Heschl's gyrus),HOMBA:12144,0.825032,bm25+fuzzy,transverse temporal gyrus (Heschl's gyrus),Transverse temporal gyri (Heschl's gyri),heschls;gyri;heschls gyri,0.333333,modifier_conflict,transverse temporal sulcus,0.581499
Planum temporale,planum temporale,HOMBA:12145,1.0,bm25+exact+fuzzy,Planum temporale,Planum temporale,,1.0,high_confidence,planum polare,0.277461
Temporal pole,temporal pole (temporopolar cortex),HOMBA:12146,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,,1.0,high_confidence,temporal lobe,0.97
Limen insulae,limen insula,HOMBA:12179,0.773333,bm25+fuzzy,limen insula,Limen insulae,,1.0,needs_review,insular lobe,0.533654
Uncus,uncus of (para)hippocampal gyrus,HOMBA:12165,0.223334,bm25,uncus of  hippocampal gyrus,Uncus,,1.0,low_confidence,,
Entorhinal area,entorhinal cortex,HOMBA:10317,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal area,Entorhinal area,,1.0,high_confidence,lateral (rostral) entorhinal cortex,0.7009
Periamygdaloid cortex,periamygdaloid cortex,HOMBA:AA30225,1.0,bm25+exact+fuzzy+hierarchy_parent,Periamygdaloid cortex,Periamygdaloid cortex,,1.0,high_confidence,sulcal periamygdaloid cortex,0.856667
Septal area,septal region (septal nuclear complex),HOMBA:10350,1.0,bm25+exact+fuzzy+hierarchy_parent,Septal area,Septal area,,1.0,high_confidence,rostral septal nuclear complex,0.768
Arcuate fasciculus,arcuate fasciculus,HOMBA:10569,1.0,bm25+exact+fuzzy,Arcuate fasciculus,Arcuate fasciculus,,1.0,high_confidence,dorsal fasciculus (column) of spinal cord,0.280695
Inferior longitudinal fasciculus,inferior longitudinal fasciculus,HOMBA:10580,1.0,bm25+exact+fuzzy,Inferior longitudinal fasciculus,Inferior longitudinal fasciculus,,1.0,high_confidence,longitudinal fasciculus,0.856667
Uncinate fasciculus,uncinate fasciculus,HOMBA:10594,1.0,bm25+exact+fuzzy,Uncinate fasciculus,Uncinate fasciculus,,1.0,high_confidence,dorsal fasciculus (column) of spinal cord,0.280695
Meyer's loop (geniculocalcarine tract),Meyer's loop of optic radiation,HOMBA:266441617,0.537451,bm25+fuzzy,Meyer's loop of optic radiation,Meyer's loop (geniculocalcarine tract),geniculocalcarine;tract;geniculocalcarine tract,0.0,low_confidence,capsular part of optic radiation (geniculocalcarine tract),0.451704
Fimbria,fimbria,HOMBA:10575,1.0,bm25+exact+fuzzy,Fimbria,Fimbria,,1.0,high_confidence,hippocampus,0.20546
Alveus,alveus,HOMBA:10570,1.0,bm25+exact+fuzzy,Alveus,Alveus,,1.0,high_confidence,,
Temporal horn of the lateral ventricle,rostral horn of lateral ventricles,HOMBA:10597,0.830903,bm25+fuzzy,anterior horn of lateral ventricle,Temporal horn of the lateral ventricle,lateral,1.0,needs_review,caudal horn of lateral ventricles,0.828885
Angular gyrus (anterior),angular gyrus,HOMBA:12136,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.419553
Angular gyrus (posterior),angular gyrus,HOMBA:12136,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,posterior,0.0,needs_review,posterior cingulate cortex (PCC),0.418214
Intracalcarine cortex (inferior),inferior lateral parietal cortex,HOMBA:10225,0.681147,bm25+fuzzy,posteroventral parietal cortex inferior,Intracalcarine cortex (inferior),inferior,1.0,needs_review,inferior temporal cortex,0.646469
Intracalcarine cortex (superior),superior medial parietal cortex,HOMBA:10215,0.666879,bm25+fuzzy,superior,Intracalcarine cortex (superior),superior,1.0,needs_review,rostral division of area 22,0.63564
Cingulate gyrus (anterior anterior part),anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.9775,bm25+fuzzy,anterior cingulate  cortex,cingulate cortex,anterior;anterior anterior part,0.5,modifier_conflict,cingulate cortex,0.88
Cingulate gyrus (anterior posterior part),anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.895,bm25+fuzzy,anterior cingulate  cortex,cingulate cortex,anterior;posterior;anterior posterior part,0.333333,modifier_conflict,cingulate cortex,0.88
Cingulate gyrus (posterior),posterior cingulate cortex (PCC),HOMBA:10285,1.0,bm25+fuzzy,posterior cingulate cortex,cingulate cortex,posterior,1.0,high_confidence,"cingulate gyrus, caudal (posterior) part",0.923571
Cuneal cortex,external shell (cortex) of inferior colliculus,HOMBA:12308,0.566442,bm25+fuzzy,cortex,Cuneal cortex,,1.0,low_confidence,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.544575
Central opercular cortex (anterior),lateral (rostral) entorhinal cortex,HOMBA:10318,0.651224,bm25+fuzzy,lateral (anterior) entorhinal cortex,Central opercular cortex (anterior),anterior,1.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.636341
Central opercular cortex (posterior),frontal motor cortex (posterior frontal cortex),HOMBA:AA30009,0.646179,bm25+fuzzy,posterior frontal cortex,Central opercular cortex (posterior),posterior,1.0,needs_review,medial (caudal) entorhinal cortex,0.63307
Superior frontal gyrus (lateral anterior),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;anterior;lateral anterior,0.0,needs_review,superior frontal sulcus,0.563602
Superior frontal gyrus (lateral middle),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;middle;lateral middle,0.0,needs_review,middle frontal gyrus,0.690827
Superior frontal gyrus (lateral posterior),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;posterior;lateral posterior,0.0,needs_review,superior frontal sulcus,0.563602
Middle frontal gyrus (anterior),middle frontal gyrus,HOMBA:12116,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.399553
Middle frontal gyrus (middle),middle frontal gyrus,HOMBA:12116,1.0,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,middle,1.0,high_confidence,middle ectosylvian gyrus,0.457004
Middle frontal gyrus (posterior),middle frontal gyrus,HOMBA:12116,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,posterior,0.0,needs_review,frontal motor cortex (posterior frontal cortex),0.402974
Inferior frontal gyrus (anterior),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,anterior,0.0,needs_review,"inferior frontal gyrus, opercular part",0.689432
Inferior frontal gyrus (pars opercularis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;opercularis;pars opercularis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Inferior frontal gyrus (pars orbitalis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;orbitalis;pars orbitalis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Inferior frontal gyrus (pars triangularis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;triangularis;pars triangularis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Frontal medial cortex,medial orbital frontal cortex (area 14),HOMBA:10195,0.837395,bm25+fuzzy,medial orbital frontal cortex,Frontal medial cortex,medial,1.0,needs_review,medial (caudal) entorhinal cortex,0.39522
Frontal opercular cortex,"inferior frontal gyrus, opercular part",HOMBA:12119,0.497638,bm25+fuzzy,"inferior frontal gyrus, opercular part",Frontal opercular cortex,,1.0,low_confidence,inferior frontal gyrus,0.496768
Frontal orbital cortex (anterior),orbital frontal cortex,HOMBA:10194,0.715158,bm25+fuzzy,orbital frontal cortex,Frontal orbital cortex,anterior,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089
Frontal orbital cortex (lateral),"lateral orbital frontal cortex (OFCl, area 12/47)",HOMBA:10205,0.993571,bm25+fuzzy,lateral orbital frontal cortex,Frontal orbital cortex (lateral),lateral,1.0,high_confidence,orbital frontal cortex,0.715158
Frontal orbital cortex (medial),medial orbital frontal cortex (area 14),HOMBA:10195,0.989407,bm25+fuzzy,medial orbital frontal cortex,Frontal orbital cortex (medial),medial,1.0,high_confidence,orbital frontal cortex,0.715158
Frontal orbital cortex (posterior),orbital frontal cortex,HOMBA:10194,0.715158,bm25+fuzzy,orbital frontal cortex,Frontal orbital cortex,posterior,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089
Frontal pole (lateral),frontal pole,HOMBA:146034888,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,lateral,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.384429
Frontal pole (medial),frontal pole,HOMBA:146034888,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,medial,0.0,needs_review,medial orbital frontal cortex (area 14),0.386327
Heschl's gyrus,transverse temporal gyrus (Heschl's gyrus),HOMBA:12144,1.0,bm25+exact+fuzzy,Heschl's gyrus,Heschl's gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.310425
Insular cortex (anterior),major insular cortex,HOMBA:10288,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,anterior,0.0,needs_review,granular insular cortex (area Ig),0.7172
Insular cortex (posterior),major insular cortex,HOMBA:10288,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,posterior,0.0,needs_review,granular insular cortex (area Ig),0.7172
Occipital fusiform gyrus,fusiform (occipitotemporal) gyrus,HOMBA:AA30549,0.791667,bm25+fuzzy,fusiform   gyrus,Occipital fusiform gyrus,,1.0,needs_review,occipital lobe,0.597605
Lateral occipital cortex (inferior),"lateral temporal-occipital cortex (area 37l, area TEO)",HOMBA:AA30024,0.840855,bm25+fuzzy,lateral temporal-occipital cortex,Lateral occipital cortex,inferior;lateral,0.5,modifier_conflict,inferior occipital sulcus,0.61384
Lateral occipital cortex (superior),"lateral temporal-occipital cortex (area 37l, area TEO)",HOMBA:AA30024,0.840855,bm25+fuzzy,lateral temporal-occipital cortex,Lateral occipital cortex,superior;lateral,0.5,modifier_conflict,superior occipital gyrus,0.622329
Occipital pole,occipital pole,HOMBA:12149,1.0,bm25+exact+fuzzy,Occipital pole,Occipital pole,,1.0,high_confidence,occipital lobe,0.97
Paracingulate gyrus,paracingulate gyrus,HOMBA:146034872,1.0,bm25+exact+fuzzy,Paracingulate gyrus,Paracingulate gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.310425
Precuneal cortex,prefrontal cortex,HOMBA:10172,0.534309,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Precuneal cortex,,1.0,low_confidence,frontal cortex,0.528305
Parahippocampal gyrus (anterior),anterior parahippocampal gyrus,HOMBA:12163,1.0,bm25+fuzzy,anterior parahippocampal gyrus,Parahippocampal gyrus,anterior,1.0,high_confidence,parahippocampal gyrus,0.88
Parahippocampal gyrus (posterior),posterior parahippocampal gyrus,HOMBA:12164,1.0,bm25+fuzzy,posterior parahippocampal gyrus,Parahippocampal gyrus,posterior,1.0,high_confidence,posterior parahippocampal region (postrhinal cortex),1.0
Parietal opercular cortex,parietal cortex,HOMBA:10208,0.697665,bm25+fuzzy+hierarchy_parent,parietal cortex,Parietal opercular cortex,,1.0,needs_review,parietal lobe,0.644869
Postcentral gyrus (lateral inferior),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;inferior;lateral inferior,0.0,needs_review,inferior horn of lateral ventricles,0.321779
Postcentral gyrus (lateral middle),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;middle;lateral middle,0.0,needs_review,middle temporal gyrus,0.570167
Postcentral gyrus (lateral superior),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;superior;lateral superior,0.0,needs_review,lateral superior olivary nucleus,0.597727
Postcentral gyrus (medial),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,medial,0.0,needs_review,medial orbital gyrus,0.410886
Planum polare,planum polare,HOMBA:12147,1.0,bm25+exact+fuzzy,Planum polare,Planum polare,,1.0,high_confidence,planum temporale,0.277461
Pre-supplementary motor area (inferior),medial division of area 6 (supplementary motor area),HOMBA:AA30012,0.7172,bm25+fuzzy,supplementary motor area,Pre-supplementary motor area,inferior,0.0,needs_review,"caudal (posterior, inferior) medullary velum",0.575899
Pre-supplementary motor area (superior),medial division of area 6 (supplementary motor area),HOMBA:AA30012,0.7172,bm25+fuzzy,supplementary motor area,Pre-supplementary motor area,superior,0.0,needs_review,"rostral (anterior, superior) medullary velum",0.585471
Precentral gyrus (lateral inferior),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;inferior;lateral inferior,0.0,needs_review,inferior horn of lateral ventricles,0.321779
Precentral gyrus (lateral middle),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;middle;lateral middle,0.0,needs_review,"lateral fissure, main (caudal) ramus",0.576017
Precentral gyrus (lateral superior),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;superior;lateral superior,0.0,needs_review,lateral superior olivary nucleus,0.60113
Precentral gyrus (medial),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,medial,0.0,needs_review,medial orbital gyrus,0.410886
Subcallosal cortex,subgenual (subcallosal) cingulate cortex (area 25),HOMBA:10281,0.494872,bm25+fuzzy,subcallosal,Subcallosal cortex,,1.0,low_confidence,cingulate cortex,0.49439
Supracalcarine cortex,dorsolateral temporal cortex,HOMBA:13322,0.513508,hierarchy_parent,dorsolateral temporal cortex,Supracalcarine cortex,,1.0,low_confidence,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.460206
Supramarginal gyrus (anterior),supramarginal gyrus,HOMBA:12135,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.419553
Supramarginal gyrus (posterior),supramarginal gyrus,HOMBA:12135,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,posterior,0.0,needs_review,posterior cingulate cortex (PCC),0.418214
Superior parietal lobule (anterior),superior parietal lobule (gyrus),HOMBA:12133,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,anterior,0.0,needs_review,superior medial parietal cortex,0.498029
Superior parietal lobule (posterior),superior parietal lobule (gyrus),HOMBA:12133,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,posterior,0.0,needs_review,superior medial parietal cortex,0.498029
Superior temporal gyrus (anterior),superior temporal gyrus,HOMBA:12140,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,anterior,0.0,needs_review,rostral division of area 22,0.799856
Superior temporal gyrus (posterior),superior temporal gyrus,HOMBA:12140,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,posterior,0.0,needs_review,caudal division of area 22,0.796862
Middle temporal gyrus (anterior),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,anterior,0.0,needs_review,"inferior temporal sulcus, rostral portion (anterior middle temporal sulcus)",0.795376
Middle temporal gyrus (posterior),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,posterior,0.0,needs_review,"inferior temporal sulcus, caudal portion (posterior middle temporal sulcus)",0.792556
Inferior temporal gyrus (anterior),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,anterior,0.0,needs_review,superior temporal gyrus,0.604975
