structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
CART+ EW,CART+ Edinger-Westphal nucleus,Mouse,PM37594894,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
caudoputamen,caudoputamen (striatum),Mouse,PM38551963,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
central amygdaloid nucleus,central amygdaloid nucleus,Mouse,PM39647176,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cerebellar motor regions,,Human,PM40750361,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CHv,caudate ventral,Human,PM34609038,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Cl_b,,,PM32949023,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
contralateral MEC,medial entorhinal cortex,Mouse,PM33324173,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cPAG,caudal part of the PAG,Mouse,PM42126073,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
crus I,crus I,Mouse,PM34551311,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DCP,dorsal caudal putamen,Human,PM41602988,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dHP CA1,dorsal hippocampus CA1,Mouse,PM39218973,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DL,dorsal lateral nucleus,Mouse,PM37553864,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dlPAG,dorsolateral periaqueductal gray,Rat,PM38358538,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DMHVglut2,dorsomedial hypothalamus glutamate 2,Mouse,PM39041039,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dmNAcSh,dorsomedial nucleus accumbens shell,,PM34032911,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DMX,dorsal motor nucleus of the vagus nerve,Rat,PM33495245,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal striatal CINs,cholinergic interneurons,Mouse,PM41870239,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsomedial division of the anterior BNST,,Mouse,PM34916896,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsomedial hypothalamus,dorsomedial hypothalamus,Mouse,PM41604462,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DpMe,deep mesencephalic nucleus,Mouse,PM41193254,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dPul,,Macaque,PM34147628,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EVN,Efferent Vestibular Nucleus,Mouse,PM35153679,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
gigantocellular reticular nucleus,gigantocellular reticular nucleus,Mouse,PM38370676,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
globus pallidus,globus pallidus,Rat,PM40795854,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
globus pallidus externus,globus pallidus externus,Human,PM38551963,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
HY,hypothalamus,Mouse,PM42211123,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
hypoglossal nucleus,hypoglossal nucleus,Mouse,PM37772793,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
IG,intermediate gray,Rat,PM34042587,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
iHC,intermediate hippocampus,Rat,PM42327025,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
iIPN,intermediate subnucleus of the interpeduncular nucleus,,PM41236357,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
intermediate CA1,intermediate CA1,Mouse,PM41533508,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral habenula,lateral habenula,Mouse,PM39327007,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral PB,lateral parabrachial nucleus,Mouse,PM38766214,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral pontine nuclei,lateral subarea of the pontine nuclei,Mouse,PM37025843,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral posterior nucleus,lateral posterior nucleus,Mouse,PM36661404,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral preoptic area,lateral preoptic area,Mouse,PM40795854,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral septal nucleus,lateral septal nucleus,Mouse,PM37029761,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LCIC,lateral nucleus of the inferior colliculus,Mouse,PM40023818,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left amygdala,left amygdala,Human,PM42130753,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LEnt,lateral entorhinal cortex,Mouse,PM40478871,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LPN,lateral posterior nucleus of the thalamus,Rat,PM35981537,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LSI,lateral septal nucleus,Mouse,PM41840687,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mammillary bodies,mammillary bodies,Human,PM33157259,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MCN,medial cerebellar nuclei,Mouse,PM36230940,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MdV,ventral medullary reticular nucleus,Mouse,PM41446166,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medial preoptic area,medial preoptic area,Mouse,PM39647176,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medial thalamus,medial thalamus,Human,PM42126073,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medulla oblongata,medulla oblongata,Mouse,PM39170852,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medullary reticular formation,medullary reticular formation,Macaque,PM33598920,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MePD,posterodorsal medial amygdala,Rat,PM36114373,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mid collicular levels,,,PM38240754,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mNAc,medial nucleus accumbens,Mouse,PM34564712,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mNAcSh,medial nucleus accumbens shell,Rat,PM40838534,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mRt,midbrain reticular nucleus,Mouse,PM41320871,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MSVglut2,glutamatergic medial septum,Mouse,PM41791880,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NDB,diagonal band nucleus,Mouse,PM36902010,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NLOT,nucleus of the lateral olfactory tract,Mouse,PM35281496,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
non-olfactory amygdala,non-olfactory amygdala,,PM40800805,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
non-specific nuclei,,Human,PM37858906,4,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.7667
olfactory tubercle,Olfactory tubercle,Mouse,PM38844444,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,0.95
OPT,olivary pretectal nucleus,Rat,PM39170852,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ovBNST,oval nucleus of bed nucleus of stria terminalis,Mouse,PM42103479,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Pa5,paratrigeminal complex,Mouse,PM41076657,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PAL,Pallidum,,PM40346961,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabrachial complex,parabrachial complex,Human,PM41232063,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabrachial region,parabrachial region,Mouse,PM41279263,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paravermal lobule 5,,,PM35800775,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBcl,centrolateral nucleus,Mouse,PM42126073,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pDLS,Posterior dorsolateral striatum,Mouse,PM40359003,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeFLH,perifornical area of the hypothalamus,,PM34403389,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PHN,prepositus hypoglossi nucleus,Rat,PM32949021,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PMN,posterior medial nucleus of the thalamus,Mouse,PM34927292,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
POm-HO,higher-order subdivision of POm,Mouse,PM32620835,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Posterior nucleus,Posterior nucleus,,PM37348506,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PTh-m,,,PM40657851,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rBLA,rostral basolateral amygdala,Mouse,PM36476757,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rCA2,right CA2,Mouse,PM39548322,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
reticular thalamic nucleus,reticular thalamic nucleus,Mouse,PM40464272,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right PHG,right parahippocampal gyrus,,PM38717572,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RM,retromammillary nucleus,Mouse,PM37312626,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RMg,raphe magnus nucleus,,PM39494735,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rNST,rostral nucleus of the solitary tract,Rat,PM41260498,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SCH,suprachiasmatic nucleus,Mouse,PM40090880,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
sensory thalamus,sensory thalamus,Mouse,PM34193558,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SNpr,substantia nigra pars reticulata,Mouse,PM37564994,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SO,stratum oriens,Mouse,PM41108202,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
somatosensory striatum,anterior somatosensory compartment of striatum,Gerbil,PM39952676,4,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.95
somatosensory thalamus,somatosensory thalamus,Mouse,PM37034798,4,3,non_neocortex,suitable,,no,non_neocortex,flash,high,0.9667
SP,stratum pyramidale,Mouse,PM40981400,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Spinal anterior horn,spinal anterior horn,,PM33825082,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
sSC,superior colliculus,Mouse,PM35190665,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
striatal CINs,striatal cholinergic interneurons,Mouse,PM41256530,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
striosome,striosome compartment,Macaque,PM34276282,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SubM,submedius thalamic nucleus,Rat,PM33115928,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
supramammillary nucleus,supramammillary nucleus,Mouse,PM42136574,4,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SVNc,subnucleus pars centralis of the solitary nucleus,,PM38104256,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thalamic regions,thalamic regions,Mouse,PM42362380,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thalamic subnetworks,thalamic subnetworks,Human,PM41278584,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thoracic cord,thoracic spinal cord,Mouse,PM35674500,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thoracic spinal cord,thoracic spinal cord,Mouse,PM41278832,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
trigeminal nucleus,trigeminal nucleus,Rat,PM41720391,4,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vBNST,ventral bed nucleus of the stria terminalis,Mouse,PM38446848,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral LC,ventral locus coeruleus,Mouse,PM41993290,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral PrSd,ventral portion of the PrSd,Mouse,PM33324173,4,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral subiculum,ventral subiculum,Rat,PM37017888,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VRC,ventral respiratory column,Mouse,PM41040381,4,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A28,,Macaque,PM38746103,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,0.8333
abducens nucleus,abducens nucleus,Cat,PM35871423,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AcbSh,nucleus accumbens shell,Rat,PM40913355,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
accumbens,nucleus accumbens,Rat,PM40800805,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ACo,amygdaloid cortex,Human,PM40800805,3,3,non_neocortex,suitable,,no,non_neocortex,flash,high,0.94
AH,anterior hypothalamus,Mouse,PM40144636,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior hypothalamus,anterior hypothalamus,Mouse,PM35644002,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior piriform cortex,anterior piriform cortex,Mouse,PM41120321,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
APir,anterior piriform cortex,Mouse,PM40352758,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ArcN,arcuate nucleus of the hypothalamus,Mouse,PM34153315,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
arcuate nucleus,arcuate nucleus,Mouse,PM37121600,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
auditory brainstem,auditory brainstem,Rat,PM35985362,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
autonomic preganglionic nuclei,,,PM33232710,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AVDM,anteroventral dorsomedial nucleus,,PM41840687,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal amygdala,basal amygdala,,PM33380525,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal nucleus,basal nucleus,Macaque,PM34649954,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basilar pons,basilar pons,Mouse,PM33906900,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BM,basomedial amygdala,Mouse,PM41212268,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BN,Barrington nucleus,Mouse,PM41853066,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BNSTdm,dorsomedial division of the BNST,Mouse,PM32678476,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BNSTov,oval nucleus of the bed nucleus of the stria terminalis,Mouse,PM41058064,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
brain stem,brain stem,Human,PM35474896,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Bs,brainstem,Mouse,PM37205722,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bVM,basal region of the ventromedial nucleus of the thalamus,Mouse,PM40239654,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Cau,caudate,,PM38666118,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
caudal ECIC,caudal external inferior colliculus,,PM39829930,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cBLA,caudal basolateral amygdala,Mouse,PM36476757,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cerebellar regions,cerebellum,Mouse,PM34965430,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cLH,caudal lateral hypothalamus,Mouse,PM32594910,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cMAO,caudal medial accessory olive,Mouse,PM38242692,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CMT,central medial nucleus of thalamus,Rat,PM35914645,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cold glomerulus of the PAL,cold glomerulus of the PAL,,PM32442464,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9333
CS,caudal striatum,Mouse,PM39786992,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Cu,cuneate nucleus,Rat,PM32748090,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CUN,cuneiform nucleus,Mouse,PM37818796,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
D1-dSTR,dorsal striatum,Mouse,PM33037031,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
D1-MSN-NAc shell,D1-MSN in nucleus accumbens shell,Mouse,PM38061467,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
D2R-poor zone,D2R-poor zone,Mouse,PM35185482,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DCS,dorsal central striatum,,PM41256530,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dDH,deep dorsal horn,Rat,PM34042587,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
deep dorsal horn,deep dorsal horn,Mouse,PM36752606,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DEnD,DEnD,,PM41212268,3,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.8367
dHIP,dorsal hippocampus,Mouse,PM35955605,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
diagonal band of Broca,diagonal band of Broca,Human,PM42024504,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dmCINs,dorso-medial-striatal-cholinergic interneurons,,PM33730568,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal CA1,dorsal CA1,Mouse,PM37426757,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal claustrum,dorsal claustrum,Cat,PM40084604,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal ZI,dorsal zona incerta,,PM42054363,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DRP,dorsal rostral putamen,,PM41602988,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DTN,dorsal terminal nucleus,Mouse,PM42427684,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EA,extended amygdala,Mouse,PM39154359,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EC III,medial entorhinal cortex subregion III,,PM40300031,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ECout,deep entorhinal cortex,,PM38079351,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ECu,external cuneate nucleus,Rat,PM32748090,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EI,intermediate region of EC,Macaque,PM37919833,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9433
ENTl,lateral entorhinal area,,PM33935658,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ENTm,medial entorhinal area,Mouse,PM33935658,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EPd,endopiriform nucleus dorsal part,Mouse,PM37365155,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ERC,entorhinal cortex,Human,PM41287444,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
FO thalamic nuclei,first order thalamic nuclei,Mouse,PM34758329,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
glomeruli,glomeruli,Mouse,PM39671236,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.8667
GPePPN,,,PM42039543,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
habenula,habenula,Human,PM32371303,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
HO thalamic nuclei,higher order thalamic nuclei,Mouse,PM34758329,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
hypothalamus nuclei,hypothalamus nuclei,,PM33232710,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Ia inhibitory interneurons,Ia inhibitory interneurons,Rodent,PM41494035,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
IaINs,,,PM41494035,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
insular claustrum,insular claustrum,,PM41212268,3,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.9367
IPR,rostral interpeduncular nucleus,Mouse,PM41324357,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
L-AOTU,L-AOTU,,PM33174208,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
L-cTtha,Left caudal temporal thalamus,,PM36088305,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lamina V,spinal lamina V,,PM39778623,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Lamina VIII,Lamina VIII,Macaque,PM37468328,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral cerebellar nuclei,deep cerebellar nuclei (lateral),Mouse,PM40663610,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral hypothalamic area,lateral hypothalamic area,Rat,PM40800920,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral parabrachial nucleus,lateral parabrachial nucleus,Rat,PM42203107,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left cerebellum crus I,cerebellum crus I,,PM33095382,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left dorsolateral putamen,dorsolateral putamen,Human,PM42252837,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left PHG,,,PM39103495,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9167
left striatum,striatum,,PM35153656,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lemniscal nuclei,,,PM41108202,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LHAstress-TRAP,lateral hypothalamus stress-TRAP,Mouse,PM41722046,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LHb-l,lateral division of the lateral habenula nucleus,Mouse,PM39605808,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LHb-m,medial division of the lateral habenula nucleus,Mouse,PM39605808,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LLDm,,,PM41108202,3,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.7833
lobule X,lobule X,,PM39467650,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LRt,lateral reticular nucleus,Mouse,PM39494735,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LSN,lateral spinal nucleus,Mouse,PM42126073,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MD-L,lateral subnucleus of mediodorsal thalamus,Mouse,PM40908583,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MD-M,medial subnucleus of mediodorsal thalamus,Mouse,PM40908583,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MDc,mediodorsal thalamic nucleus (central part),Macaque,PM41840687,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MdD,medullary reticular nucleus,,PM39778623,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medial geniculate body,medial geniculate body,Human,PM36115054,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
median preoptic nucleus,median preoptic nucleus,,PM41604462,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mediodorsal nucleus of the thalamus,mediodorsal nucleus of the thalamus,Macaque,PM39658838,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MeP,posterior medial amygdala nucleus,Rat,PM40352758,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
motor nuclei,motor nuclei,Rat,PM35343727,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MPO,medial preoptic area,Mouse,PM40196592,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MPT,medial pretectal area,,PM40090880,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MSDB,medial septum-diagonal band of Broca,Mouse,PM36342657,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MVe,medial vestibular nucleus,Mouse,PM41578852,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NAc-S D1-SPNs,nucleus accumbens shell D1-expressing SPNs,Rat,PM41222464,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NRM,nucleus raphe magnus,Mouse,PM36752606,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ObOc,accessory oculomotor nucleus,,PM33598920,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
oculomotor nucleus,oculomotor nucleus,,PM41957684,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
optic tectum,,,PM38819436,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
OVLT,organum vasculosum of the lamina terminalis,Mouse,PM37784240,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabrachial nuclei,parabrachial nuclei,Mouse,PM40663610,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parafascicular thalamus,parafascicular thalamus,,PM33730568,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parasubiculum,parasubiculum,,PM32656783,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paraventricular nucleus of the hypothalamus,paraventricular nucleus of hypothalamus,Rat,PM38811166,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvicellular VPM,parvicellular ventral posteromedial subnucleus,,PM39197940,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBil,internal lateral nucleus,Mouse,PM42126073,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBP,parabrachial pigmented nucleus,Primate,PM38293165,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PCx,piriform cortex,Rat,PM41726307,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pDMS,posterodorsal medial striatum,Mouse,PM33380525,3,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pedunculopontine tegmental nucleus,pedunculopontine tegmental nucleus,,PM39170852,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
peri-LC I-INs,inhibitory interneurons in the peri-locus coeruleus,,PM32598024,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PetMR,Pet+ median raphe,,PM37977434,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PfN,parafascicular nucleus,Mouse,PM39952676,3,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PHA,posterior hypothalamic area,,PM40800920,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PHb,posterior hypothalamus,Mouse,PM35687680,3,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
