structure_name,category,notes,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Dorsolateral prefrontal cortex,cortex,dlPFC,2,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.97,bm25+fuzzy+hierarchy_parent,Dorsolateral prefrontal cortex,prefrontal cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Dorsolateral prefrontal cortex,cortex,dlPFC,3,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.738883,bm25+hierarchy_parent,Dorsolateral prefrontal cortex,frontal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Medial prefrontal cortex,cortex,mPFC,1,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,0.976667,bm25+fuzzy,Medial prefrontal cortex,ventromedial prefrontal cortex,high_confidence,medial,1.0,,both
Medial prefrontal cortex,cortex,mPFC,2,HOMBA:10195,medial orbital frontal cortex (area 14),A14,medial orbital frontal cortex (area 14),OFCm,HOMBA:10194,38,38,0.793979,bm25+fuzzy,Medial prefrontal cortex,medial orbitofrontal cortex,needs_review,medial,1.0,,both
Medial prefrontal cortex,cortex,mPFC,3,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.753867,bm25+fuzzy,Medial prefrontal cortex,prefrontal cortex,needs_review,medial,0.0,,both
Anterior cingulate cortex,cortex,ACC,1,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,1.0,bm25+exact+fuzzy,Anterior cingulate cortex,Anterior cingulate cortex,high_confidence,,1.0,,both
Anterior cingulate cortex,cortex,ACC,2,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,0.8342,bm25+fuzzy+hierarchy_parent,Anterior cingulate cortex,cingulate cortex,needs_review,,1.0,common_parent_of_5_candidates,both
Anterior cingulate cortex,cortex,ACC,3,HOMBA:12157,"cingulate gyrus, rostral (anterior) part",CgGr,"cingulate gyrus, rostral (anterior) part",CgGr,HOMBA:12113,1931,1912,0.653168,bm25+fuzzy,Anterior cingulate cortex,rostral anterior part cingulate cortex,needs_review,,1.0,,both
Posterior cingulate cortex,cortex,PCC,1,HOMBA:10285,posterior cingulate cortex (PCC),PCC,posterior (caudal) cingulate cortex,PCC,HOMBA:10277,224,206,1.0,bm25+exact+fuzzy,Posterior cingulate cortex,Posterior cingulate cortex,high_confidence,posterior,1.0,,both
Posterior cingulate cortex,cortex,PCC,2,HOMBA:12158,"cingulate gyrus, caudal (posterior) part",CgGc,"cingulate gyrus, caudal (posterior) part",CgGc,HOMBA:12131,1953,1946,0.889801,bm25+fuzzy,Posterior cingulate cortex,caudal posterior part cingulate cortex,needs_review,posterior,1.0,,both
Posterior cingulate cortex,cortex,PCC,3,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,0.717821,bm25+fuzzy,Posterior cingulate cortex,cingulate cortex,needs_review,posterior,0.0,,both
Cingulate gyrus,gyrus,gyrus vs cortex synonym,1,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,1.0,bm25+exact+fuzzy+hierarchy_parent,Cingulate gyrus,Cingulate gyrus,high_confidence,,1.0,common_parent_of_5_candidates,both
Cingulate gyrus,gyrus,gyrus vs cortex synonym,2,HOMBA:146034872,paracingulate gyrus,PaCG,paracingulate gyrus,PaCG,HOMBA:12113,1930,1912,0.773333,fuzzy,Cingulate gyrus,paracingulate gyrus,needs_review,,1.0,,both
Cingulate gyrus,gyrus,gyrus vs cortex synonym,3,HOMBA:10282,"midcingulate cortex (MCC, intermediate cingulate cortex)",MCC,midcingulate cortex,MCC,HOMBA:10277,218,206,0.736733,bm25+fuzzy,cingulate cortex,midcingulate cortex,needs_review,,1.0,,both
Paracingulate gyrus,gyrus,,1,HOMBA:146034872,paracingulate gyrus,PaCG,paracingulate gyrus,PaCG,HOMBA:12113,1930,1912,1.0,bm25+exact+fuzzy,Paracingulate gyrus,Paracingulate gyrus,high_confidence,,1.0,,both
Paracingulate gyrus,gyrus,,2,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,0.665067,bm25+fuzzy+hierarchy_parent,Paracingulate gyrus,cingulate gyrus,needs_review,,1.0,common_parent_of_5_candidates,both
Paracingulate gyrus,gyrus,,3,HOMBA:12150,cuneus (gyrus),Cun,cuneus,Cun,HOMBA:12148,1992,1991,0.535028,bm25+fuzzy,Paracingulate gyrus,gyrus,low_confidence,,1.0,,both
Precentral gyrus,gyrus,M1 gyrus,1,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,1.0,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,high_confidence,,1.0,,both
Precentral gyrus,gyrus,M1 gyrus,2,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,0.609413,bm25+fuzzy,Precentral gyrus,postcentral gyrus,needs_review,,1.0,,both
Precentral gyrus,gyrus,M1 gyrus,3,HOMBA:12165,uncus of (para)hippocampal gyrus,UN,uncus of parahippocampal gyrus,UN,HOMBA:12139,1976,1960,0.573505,hierarchy_parent,Precentral gyrus,uncus of (para)hippocampal gyrus,low_confidence,,1.0,common_parent_of_2_candidates,both
Postcentral gyrus,gyrus,S1 gyrus,1,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,1.0,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,high_confidence,,1.0,,both
Postcentral gyrus,gyrus,S1 gyrus,2,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,0.609413,bm25+fuzzy,Postcentral gyrus,precentral gyrus,needs_review,,1.0,,both
Postcentral gyrus,gyrus,S1 gyrus,3,HOMBA:146034876,rostral gyrus,RoG,rostral gyrus,RoG,HOMBA:12113,1921,1912,0.587564,bm25+fuzzy,Postcentral gyrus,rostral gyrus,low_confidence,,1.0,,both
Superior temporal gyrus,gyrus,STG,1,HOMBA:12140,superior temporal gyrus,STG,superior temporal gyrus,STG,HOMBA:12139,1960,1960,1.0,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,high_confidence,,1.0,,both
Superior temporal gyrus,gyrus,STG,2,HOMBA:12139,temporal lobe,TemL,temporal lobe,TemL,HOMBA:12112,1959,1911,0.97,bm25+hierarchy_parent,Superior temporal gyrus,temporal lobe,high_confidence,,1.0,common_parent_of_7_candidates,both
Superior temporal gyrus,gyrus,STG,3,HOMBA:13322,dorsolateral temporal cortex,DLTC,dorsolateral temporal neocortex,DLTC,HOMBA:10235,125,125,0.622804,hierarchy_parent,Superior temporal gyrus,dorsolateral temporal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Middle temporal gyrus,gyrus,MTG,1,HOMBA:12141,middle temporal gyrus,MTG,middle temporal gyrus,MTG,HOMBA:12139,1961,1960,1.0,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,high_confidence,,1.0,,both
Middle temporal gyrus,gyrus,MTG,2,HOMBA:12139,temporal lobe,TemL,temporal lobe,TemL,HOMBA:12112,1959,1911,0.97,bm25+hierarchy_parent,Middle temporal gyrus,temporal lobe,high_confidence,,1.0,common_parent_of_10_candidates,both
Middle temporal gyrus,gyrus,MTG,3,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.734176,bm25+fuzzy,Middle temporal gyrus,middle temporal area,needs_review,,1.0,,both
Inferior temporal gyrus,gyrus,ITG,1,HOMBA:12142,inferior temporal gyrus,ITG,inferior temporal gyrus,ITG,HOMBA:12139,1962,1960,1.0,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,high_confidence,,1.0,,both
Inferior temporal gyrus,gyrus,ITG,2,HOMBA:12139,temporal lobe,TemL,temporal lobe,TemL,HOMBA:12112,1959,1911,0.97,bm25+hierarchy_parent,Inferior temporal gyrus,temporal lobe,high_confidence,,1.0,common_parent_of_9_candidates,both
Inferior temporal gyrus,gyrus,ITG,3,HOMBA:12141,middle temporal gyrus,MTG,middle temporal gyrus,MTG,HOMBA:12139,1961,1960,0.630629,bm25+fuzzy,Inferior temporal gyrus,middle temporal gyrus,needs_review,,1.0,,both
Fusiform gyrus,gyrus,,1,HOMBA:AA30549,fusiform (occipitotemporal) gyrus,FuG,,,HOMBA:12139,1963,1960,1.0,bm25+exact+fuzzy,Fusiform gyrus,Fusiform gyrus,high_confidence,,1.0,,both
Fusiform gyrus,gyrus,,2,HOMBA:12150,cuneus (gyrus),Cun,cuneus,Cun,HOMBA:12148,1992,1991,0.58202,bm25+fuzzy,Fusiform gyrus,gyrus,low_confidence,,1.0,,both
Fusiform gyrus,gyrus,,3,HOMBA:12137,precuneaus (gyrus),PrCun,precuneus,PrCun,HOMBA:12131,1950,1946,0.58202,bm25+fuzzy,Fusiform gyrus,gyrus,low_confidence,,1.0,,both
Angular gyrus,gyrus,,1,HOMBA:12136,angular gyrus,AnG,angular gyrus,AnG,HOMBA:12134,1949,1948,1.0,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,high_confidence,,1.0,,both
Angular gyrus,gyrus,,2,HOMBA:12134,inferior parietal lobule (gyrus),IPL,inferior parietal lobule,IPL,HOMBA:12131,1947,1946,0.8342,bm25+fuzzy+hierarchy_parent,Angular gyrus,inferior parietal lobule (gyrus),needs_review,,1.0,common_parent_of_2_candidates,both
Angular gyrus,gyrus,,3,HOMBA:12150,cuneus (gyrus),Cun,cuneus,Cun,HOMBA:12148,1992,1991,0.600962,bm25+fuzzy,Angular gyrus,gyrus,needs_review,,1.0,,both
Supramarginal gyrus,gyrus,,1,HOMBA:12135,supramarginal gyrus,SMG,supramarginal gyrus,SMG,HOMBA:12134,1948,1948,1.0,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,high_confidence,,1.0,,both
Supramarginal gyrus,gyrus,,2,HOMBA:12134,inferior parietal lobule (gyrus),IPL,inferior parietal lobule,IPL,HOMBA:12131,1947,1946,0.8342,bm25+fuzzy+hierarchy_parent,Supramarginal gyrus,inferior parietal lobule (gyrus),needs_review,,1.0,common_parent_of_2_candidates,both
Supramarginal gyrus,gyrus,,3,HOMBA:AA30556,marginal gyrus,MrG,,,HOMBA:12148,1997,1991,0.773333,bm25+fuzzy,Supramarginal gyrus,marginal gyrus,needs_review,,1.0,,both
Inferior frontal gyrus,gyrus,Broca area region,1,HOMBA:12117,inferior frontal gyrus,IFG,inferior frontal gyrus,IFG,HOMBA:12113,1915,1912,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior frontal gyrus,Inferior frontal gyrus,high_confidence,,1.0,common_parent_of_2_candidates,both
Inferior frontal gyrus,gyrus,Broca area region,2,HOMBA:12113,frontal lobe,FroL,frontal lobe,FroL,HOMBA:12112,1911,1911,0.97,bm25+hierarchy_parent,Inferior frontal gyrus,frontal lobe,high_confidence,,1.0,common_parent_of_13_candidates,both
Inferior frontal gyrus,gyrus,Broca area region,3,HOMBA:12118,"inferior frontal gyrus, triangular part",IFGtr,"inferior frontal gyrus, triangular part",IFGtr,HOMBA:12117,1916,1916,0.809211,bm25+fuzzy,Inferior frontal gyrus,"inferior frontal gyrus, triangular part",needs_review,,1.0,,both
Superior frontal gyrus,gyrus,,1,HOMBA:12115,superior frontal gyrus,SFG,superior frontal gyrus,SFG,HOMBA:12113,1913,1912,1.0,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,high_confidence,,1.0,,both
Superior frontal gyrus,gyrus,,2,HOMBA:12113,frontal lobe,FroL,frontal lobe,FroL,HOMBA:12112,1911,1911,0.97,bm25+hierarchy_parent,Superior frontal gyrus,frontal lobe,high_confidence,,1.0,common_parent_of_8_candidates,both
Superior frontal gyrus,gyrus,,3,HOMBA:AA30543,frontal gyrus,FRG,,,HOMBA:12113,1944,1912,0.797348,bm25+fuzzy,Superior frontal gyrus,frontal gyrus,needs_review,,1.0,,both
Middle frontal gyrus,gyrus,,1,HOMBA:12116,middle frontal gyrus,MFG,middle frontal gyrus,MFG,HOMBA:12113,1914,1912,1.0,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,high_confidence,,1.0,,both
Middle frontal gyrus,gyrus,,2,HOMBA:12113,frontal lobe,FroL,frontal lobe,FroL,HOMBA:12112,1911,1911,0.97,bm25+hierarchy_parent,Middle frontal gyrus,frontal lobe,high_confidence,,1.0,common_parent_of_8_candidates,both
Middle frontal gyrus,gyrus,,3,HOMBA:AA30543,frontal gyrus,FRG,,,HOMBA:12113,1944,1912,0.841667,bm25+fuzzy,Middle frontal gyrus,frontal gyrus,needs_review,,1.0,,both
Lingual gyrus,gyrus,,1,HOMBA:12151,lingual gyrus,LiG,lingual gyrus,LiG,HOMBA:12148,1993,1991,1.0,bm25+exact+fuzzy,Lingual gyrus,Lingual gyrus,high_confidence,,1.0,,both
Lingual gyrus,gyrus,,2,HOMBA:12150,cuneus (gyrus),Cun,cuneus,Cun,HOMBA:12148,1992,1991,0.600962,bm25+fuzzy,Lingual gyrus,gyrus,needs_review,,1.0,,both
Lingual gyrus,gyrus,,3,HOMBA:12137,precuneaus (gyrus),PrCun,precuneus,PrCun,HOMBA:12131,1950,1946,0.600962,bm25+fuzzy,Lingual gyrus,gyrus,needs_review,,1.0,,both
Parahippocampal gyrus,gyrus,,1,HOMBA:12162,parahippocampal gyrus,PHG,parahippocampal gyrus,PHG,HOMBA:12139,1980,1960,1.0,bm25+exact+fuzzy+hierarchy_parent,Parahippocampal gyrus,Parahippocampal gyrus,high_confidence,,1.0,common_parent_of_3_candidates,both
Parahippocampal gyrus,gyrus,,2,HOMBA:12170,hippocampal formation,HiF,hippocampal gyrus (formation),HiF,HOMBA:AA30085,274,274,0.773333,bm25+fuzzy,Parahippocampal gyrus,hippocampal gyrus,needs_review,,1.0,,both
Parahippocampal gyrus,gyrus,,3,HOMBA:AA30550,hippocampal gyrus,HiG,,,HOMBA:12139,1968,1960,0.773333,bm25+fuzzy,Parahippocampal gyrus,hippocampal gyrus,needs_review,,1.0,,both
Dentate gyrus,gyrus,hippocampal subregion,1,HOMBA:10295,dentate gyrus,DG,dentate area (dentate gyrus),DG,HOMBA:AA30093,345,311,1.0,bm25+exact+fuzzy+hierarchy_parent,Dentate gyrus,Dentate gyrus,high_confidence,,1.0,common_parent_of_2_candidates,both
Dentate gyrus,gyrus,hippocampal subregion,2,HOMBA:AA30115,major division of dentate gyrus,DGmj,,,HOMBA:10295,349,346,0.898452,bm25+fuzzy+hierarchy_parent,Dentate gyrus,major division of dentate gyrus,needs_review,,1.0,common_parent_of_2_candidates,both
Dentate gyrus,gyrus,hippocampal subregion,3,HOMBA:11265,body part of DG,DGb,rostral dentate gyrus,DGR,HOMBA:AA30115,351,350,0.818452,bm25+fuzzy,Dentate gyrus,rostral dentate gyrus,needs_review,,1.0,,both
Cuneus,gyrus,occipital,1,HOMBA:12150,cuneus (gyrus),Cun,cuneus,Cun,HOMBA:12148,1992,1991,1.0,bm25+exact+fuzzy,Cuneus,Cuneus,high_confidence,,1.0,,both
Precuneus,gyrus,parietal,1,HOMBA:12137,precuneaus (gyrus),PrCun,precuneus,PrCun,HOMBA:12131,1950,1946,1.0,bm25+exact+fuzzy,Precuneus,Precuneus,high_confidence,,1.0,,both
Hippocampus proper,hippocampus,,1,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,1.0,bm25+exact+fuzzy+hierarchy_parent,Hippocampus proper,Hippocampus proper,high_confidence,,1.0,common_parent_of_5_candidates,both
Hippocampus proper,hippocampus,,2,HOMBA:AA30111,remnant of hippocampal proper,CAx,,,HOMBA:10296,342,312,0.819684,bm25+fuzzy,Hippocampus proper,remnant of hippocampus proper,needs_review,,1.0,,both
Hippocampus proper,hippocampus,,3,HOMBA:AA30150,"lamination of hippocampal proper (CA1, CA2, CA3)",CAL,,,HOMBA:AA30125,398,374,0.776042,bm25+fuzzy,Hippocampus proper,lamination of hippocampus proper,needs_review,,1.0,,both
CA1,abbrev,hippocampal subfield,1,HOMBA:10297,CA1 region of hippocampus,CA1,CA1 region of Hipp,CA1,HOMBA:10296,312,312,1.0,bm25+exact+fuzzy+hierarchy_parent,CA1,CA1,high_confidence,,1.0,common_parent_of_2_candidates,both
CA1,abbrev,hippocampal subfield,2,HOMBA:AA30150,"lamination of hippocampal proper (CA1, CA2, CA3)",CAL,,,HOMBA:AA30125,398,374,1.0,bm25+exact+fuzzy,CA1,CA1,high_confidence,,1.0,,both
CA1,abbrev,hippocampal subfield,3,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,0.705621,bm25+fuzzy,cornu ammonis 1,Cornu Ammonis,needs_review,,1.0,,both
CA2,abbrev,hippocampal subfield,1,HOMBA:10298,CA2 region of hippocampus,CA2,CA2 region of Hipp,CA2,HOMBA:10296,320,312,1.0,bm25+exact+fuzzy+hierarchy_parent,CA2,CA2,high_confidence,,1.0,common_parent_of_2_candidates,both
CA2,abbrev,hippocampal subfield,2,HOMBA:AA30150,"lamination of hippocampal proper (CA1, CA2, CA3)",CAL,,,HOMBA:AA30125,398,374,1.0,bm25+exact+fuzzy,CA2,CA2,high_confidence,,1.0,,both
CA2,abbrev,hippocampal subfield,3,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,0.705621,bm25+fuzzy,cornu ammonis 2,Cornu Ammonis,needs_review,,1.0,,both
CA3,abbrev,hippocampal subfield,1,HOMBA:10299,CA3 region of hippocampus,CA3,CA3 region of Hipp,CA3,HOMBA:10296,328,312,1.0,bm25+exact+fuzzy+hierarchy_parent,CA3,CA3,high_confidence,,1.0,common_parent_of_2_candidates,both
CA3,abbrev,hippocampal subfield,2,HOMBA:AA30150,"lamination of hippocampal proper (CA1, CA2, CA3)",CAL,,,HOMBA:AA30125,398,374,1.0,bm25+exact+fuzzy,CA3,CA3,high_confidence,,1.0,,both
CA3,abbrev,hippocampal subfield,3,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,0.705621,bm25+fuzzy,cornu ammonis 3,Cornu Ammonis,needs_review,,1.0,,both
Subiculum,hippocampus,,1,HOMBA:10302,subiculum proper (strictly defined subiculum),SB,subiculum,S,HOMBA:10293,297,297,1.0,bm25+exact+fuzzy+hierarchy_parent,Subiculum,Subiculum,high_confidence,,1.0,common_parent_of_3_candidates,both
Subiculum,hippocampus,,2,HOMBA:AA30089,major division of subiculum,SBmj,,,HOMBA:10302,299,298,0.789559,bm25+fuzzy+hierarchy_parent,Subiculum,major division of subiculum,needs_review,,1.0,common_parent_of_3_candidates,both
Subiculum,hippocampus,,3,HOMBA:266441407,uncal division of subiculum,SBu,uncal subiculum,S-U,HOMBA:10302,298,298,0.7625,bm25+fuzzy,Subiculum,uncal subiculum,needs_review,,1.0,,both
Presubiculum,hippocampus,,1,HOMBA:10315,presubiculum (presubicular cortex),PrS,presubicular cortex (presubiculum),PrS,HOMBA:10314,293,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Presubiculum,Presubiculum,high_confidence,,1.0,common_parent_of_2_candidates,both
Presubiculum,hippocampus,,2,HOMBA:11350,caudal (dorsal) presubiculum (postsubiculum),PrSc,caudal presubiculum (postsubiculum),PrSc,HOMBA:10315,295,294,0.676118,bm25+fuzzy,Presubiculum,caudal   presubiculum,needs_review,,1.0,,both
Presubiculum,hippocampus,,3,HOMBA:11341,rostral (ventral) presubiculum,PrSr,rostral presubiculum,PrSr,HOMBA:10315,294,294,0.65575,bm25+fuzzy,Presubiculum,rostral   presubiculum,needs_review,,1.0,,both
Parasubiculum,hippocampus,,1,HOMBA:10316,parasubiculum (parasubicular cortex),PaS,parasubicular cortex (parasubiculum),PaS,HOMBA:10314,288,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Parasubiculum,Parasubiculum,high_confidence,,1.0,common_parent_of_2_candidates,both
Parasubiculum,hippocampus,,2,HOMBA:11365,distal division (subdivision a) of PaSr,PaSa,distal parasubiculum,PaSa,HOMBA:AA30087,291,290,0.8,bm25+fuzzy,Parasubiculum,distal parasubiculum,needs_review,,1.0,,both
Parasubiculum,hippocampus,,3,HOMBA:AA30087,rostral (ventral) parasubiculum,PaSr,,,HOMBA:10316,289,289,0.7568,bm25+fuzzy+hierarchy_parent,Parasubiculum,rostral (ventral) parasubiculum,needs_review,,1.0,common_parent_of_2_candidates,both
Hippocampal formation,synonym,,1,HOMBA:12170,hippocampal formation,HiF,hippocampal gyrus (formation),HiF,HOMBA:AA30085,274,274,1.0,bm25+exact+fuzzy,Hippocampal formation,Hippocampal formation,high_confidence,,1.0,,both
Hippocampal formation,synonym,,2,HOMBA:10619,hippocampal fissure,hf,hippocampal fissure,hf,HOMBA:AA30791,1827,1827,0.548703,bm25+fuzzy,Hippocampal formation,hippocampal fissure,low_confidence,,1.0,,both
Hippocampal formation,synonym,,3,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,0.542606,bm25+fuzzy,Hippocampal formation,hippocampal proper,low_confidence,,1.0,,both
Entorhinal area,synonym,alternative for entorhinal cortex,1,HOMBA:10317,entorhinal cortex,ERC,entorhinal cortex,EC,HOMBA:10314,276,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal area,Entorhinal area,high_confidence,,1.0,common_parent_of_3_candidates,both
Entorhinal area,synonym,alternative for entorhinal cortex,2,HOMBA:10318,lateral (rostral) entorhinal cortex,LEC,lateral (anterior) entorhinal cortex,LEC,HOMBA:10317,277,277,0.7009,bm25+fuzzy+hierarchy_parent,entorhinal cortex,lateral   entorhinal cortex,needs_review,,1.0,common_parent_of_4_candidates,both
Entorhinal area,synonym,alternative for entorhinal cortex,3,HOMBA:10319,medial (caudal) entorhinal cortex,MEC,medial (posterior) entorhinal cortex,MEC,HOMBA:10317,284,277,0.7009,bm25+fuzzy+hierarchy_parent,Entorhinal area,medial entorhinal area,needs_review,,1.0,common_parent_of_3_candidates,both
Caudate nucleus,basal_ganglia,,1,HOMBA:10334,caudate nucleus (mediodorsal division of the CP),Ca,caudate nucleus,Ca,HOMBA:AA30192,456,456,1.0,bm25+exact+fuzzy+hierarchy_parent,Caudate nucleus,Caudate nucleus,high_confidence,,1.0,common_parent_of_4_candidates,both
Caudate nucleus,basal_ganglia,,2,HOMBA:10336,body of caudate nucleus,CaB,body of caudate,CaB,HOMBA:10334,460,457,0.843297,bm25+fuzzy,Caudate nucleus,body of caudate nucleus,needs_review,,1.0,,both
Caudate nucleus,basal_ganglia,,3,HOMBA:10335,head of caudate nucleus,CaH,head of caudate,CaH,HOMBA:10334,457,457,0.843297,bm25+fuzzy,Caudate nucleus,head of caudate nucleus,needs_review,,1.0,,both
Putamen,basal_ganglia,,1,HOMBA:10338,putamen (lateroventral division of the CP),Pu,putamen,Pu,HOMBA:AA30192,467,456,1.0,bm25+exact+fuzzy+hierarchy_parent,Putamen,Putamen,high_confidence,,1.0,common_parent_of_4_candidates,both
Putamen,basal_ganglia,,2,HOMBA:AA30859,middle putamen,PuM,,,HOMBA:10338,471,468,0.6875,bm25+fuzzy,Putamen,middle putamen,needs_review,,1.0,,both
Putamen,basal_ganglia,,3,HOMBA:11537,rostral putamen,PuR,rostral putamen,PuR,HOMBA:10338,468,468,0.6625,bm25+fuzzy,Putamen,rostral putamen,needs_review,,1.0,,both
Globus pallidus,basal_ganglia,,1,HOMBA:10342,globus pallidus (paleostriatum),GP,globus pallidus,GP,HOMBA:AA30190,512,453,1.0,bm25+exact+fuzzy+hierarchy_parent,Globus pallidus,Globus pallidus,high_confidence,,1.0,common_parent_of_3_candidates,both
Globus pallidus,basal_ganglia,,2,HOMBA:10344,internal division of globus pallidus,GPi,internal segment of globus pallidus,GPi,HOMBA:10342,518,513,0.843297,bm25+fuzzy,Globus pallidus,globus pallidus interna,needs_review,,1.0,,both
Globus pallidus,basal_ganglia,,3,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,0.725236,bm25+fuzzy,Globus pallidus,globus pallidus externa,needs_review,,1.0,,both
Globus pallidus externa,basal_ganglia,GPe variant,1,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,1.0,bm25+exact+fuzzy,Globus pallidus externa,Globus pallidus externa,high_confidence,,1.0,,both
Globus pallidus externa,basal_ganglia,GPe variant,2,HOMBA:10342,globus pallidus (paleostriatum),GP,globus pallidus,GP,HOMBA:AA30190,512,453,0.97,bm25+fuzzy+hierarchy_parent,Globus pallidus externa,globus pallidus (paleostriatum),high_confidence,,1.0,common_parent_of_3_candidates,both
Globus pallidus externa,basal_ganglia,GPe variant,3,HOMBA:10344,internal division of globus pallidus,GPi,internal segment of globus pallidus,GPi,HOMBA:10342,518,513,0.762486,bm25+fuzzy,external division of globus pallidus,internal division of globus pallidus,needs_review,,1.0,,both
Globus pallidus interna,basal_ganglia,GPi variant,1,HOMBA:10344,internal division of globus pallidus,GPi,internal segment of globus pallidus,GPi,HOMBA:10342,518,513,1.0,bm25+exact+fuzzy,Globus pallidus interna,Globus pallidus interna,high_confidence,,1.0,,both
Globus pallidus interna,basal_ganglia,GPi variant,2,HOMBA:10342,globus pallidus (paleostriatum),GP,globus pallidus,GP,HOMBA:AA30190,512,453,0.97,bm25+fuzzy+hierarchy_parent,Globus pallidus interna,globus pallidus (paleostriatum),high_confidence,,1.0,common_parent_of_3_candidates,both
Globus pallidus interna,basal_ganglia,GPi variant,3,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,0.655738,bm25+fuzzy,internal division of globus pallidus,external division of globus pallidus,needs_review,,1.0,,both
GPe,abbrev,external globus pallidus,1,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,1.0,bm25+exact+fuzzy+hierarchy_parent,GPe,GPe,high_confidence,,1.0,common_parent_of_3_candidates,both
GPe,abbrev,external globus pallidus,2,HOMBA:10344,internal division of globus pallidus,GPi,internal segment of globus pallidus,GPi,HOMBA:10342,518,513,0.660898,bm25+fuzzy,lateral segment of globus pallidus,internal segment of globus pallidus,needs_review,,1.0,,both
GPe,abbrev,external globus pallidus,3,HOMBA:10342,globus pallidus (paleostriatum),GP,globus pallidus,GP,HOMBA:AA30190,512,453,0.581567,bm25+fuzzy,lateral segment of globus pallidus,globus pallidus,low_confidence,,1.0,,both
GPi,abbrev,internal globus pallidus,1,HOMBA:10344,internal division of globus pallidus,GPi,internal segment of globus pallidus,GPi,HOMBA:10342,518,513,1.0,bm25+exact+fuzzy+hierarchy_parent,GPi,GPi,high_confidence,,1.0,common_parent_of_2_candidates,both
