structure_name,category,notes,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Medial hypothalamus,modifier,,3,HOMBA:10400,medial (magnocellular) division of MD,MDm,magnocellular (medial) division of MD,MDm,HOMBA:10398,695,694,0.669342,bm25+fuzzy,Medial hypothalamus,medial,needs_review,medial,1.0,,both
Ventral striatum,compound,should match ventral striatum,1,HOMBA:AA30195,ventral striatum (STRv),VS,,,HOMBA:AA30191,484,455,1.0,bm25+exact+fuzzy,Ventral striatum,Ventral striatum,high_confidence,ventral,1.0,,both
Ventral striatum,compound,should match ventral striatum,2,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,APT,anterior (ventral /principal) pretectal nucleus,APT,HOMBA:12182,958,954,0.760625,bm25+fuzzy,Ventral striatum,ventral,needs_review,ventral,1.0,,both
Ventral striatum,compound,should match ventral striatum,3,HOMBA:AA30890,anterior (ventral) spinal artery,asp,,,HOMBA:AA30788,2337,2337,0.760625,bm25+fuzzy,Ventral striatum,ventral,needs_review,ventral,1.0,,both
Dorsal striatum,compound,should match dorsal striatum,1,HOMBA:AA30192,"dorsal striatum (caudoputamen complex-CP, STRd)",DS,,,HOMBA:AA30191,455,455,1.0,bm25+exact+fuzzy,Dorsal striatum,Dorsal striatum,high_confidence,dorsal,1.0,,both
Dorsal striatum,compound,should match dorsal striatum,2,HOMBA:AA30088,caudal (dorsal) parasubiculum (subdivision b only),PaSc,,,HOMBA:10316,292,289,0.7325,bm25+fuzzy,Dorsal striatum,dorsal,needs_review,dorsal,1.0,,both
Dorsal striatum,compound,should match dorsal striatum,3,HOMBA:11350,caudal (dorsal) presubiculum (postsubiculum),PrSc,caudal presubiculum (postsubiculum),PrSc,HOMBA:10315,295,294,0.7325,bm25+fuzzy,Dorsal striatum,dorsal,needs_review,dorsal,1.0,,both
Nucleus basalis of Meynert,eponym,cholinergic nucleus,1,HOMBA:10353,basal nucleus of Meynert,BNM,basal nucleus of Meynert,BNM,HOMBA:AA30214,537,537,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus basalis of Meynert,Nucleus basalis of Meynert,high_confidence,,1.0,common_parent_of_2_candidates,both
Nucleus basalis of Meynert,eponym,cholinergic nucleus,2,HOMBA:10331,cerebral nuclei,CN,cerebral nuclei,CN,HOMBA:10158,450,5,0.73625,hierarchy_parent,Nucleus basalis of Meynert,cerebral nuclei,needs_review,,1.0,common_parent_of_2_candidates,both
Nucleus basalis of Meynert,eponym,cholinergic nucleus,3,HOMBA:10332,basal ganglia (basal nuclei),BG,basal nuclei (basal ganglia),BN,HOMBA:10331,451,451,0.65625,bm25+fuzzy+hierarchy_parent,basal nucleus of meynert,basal nucleus,needs_review,,1.0,common_parent_of_2_candidates,both
Locus coeruleus (pontine),parenthetical,with location qualifier,1,HOMBA:12499,nucleus coeruleus (locus coeruleus),NC,nucleus coeruleus,NC,HOMBA:146034964,1196,1182,0.88,bm25+exact+fuzzy,Locus coeruleus,Locus coeruleus,needs_review,pontine,0.0,,both
Locus coeruleus (pontine),parenthetical,with location qualifier,2,HOMBA:12243,pedunculo(pontine) tegmental  nucleus,PTg,pedunculo(pontine) tegmental  nucleus,PTg,HOMBA:12239,1078,1073,0.371002,bm25,Locus coeruleus (pontine),pontine,low_confidence,pontine,1.0,,both
Locus coeruleus (pontine),parenthetical,with location qualifier,3,HOMBA:12244,"pedunculo(pontine) tegmental  nucleus, compact division",PTgC,"pedunculo(pontine) tegmental  nucleus, compact part",PTgC,HOMBA:12243,1079,1079,0.371002,bm25,Locus coeruleus (pontine),pontine,low_confidence,pontine,1.0,,both
Substantia innominata,name,basal forebrain structure,1,HOMBA:13034,substantia innominata,SI,substantia innominata,SI,HOMBA:AA30214,544,537,1.0,bm25+exact+fuzzy,Substantia innominata,Substantia innominata,high_confidence,,1.0,,both
Substantia innominata,name,basal forebrain structure,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.531927,bm25+fuzzy+hierarchy_parent,Substantia innominata,substantia nigra,low_confidence,,1.0,common_parent_of_4_candidates,both
Substantia innominata,name,basal forebrain structure,3,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,0.400797,bm25+fuzzy+hierarchy_parent,Substantia innominata,"substantia nigra, compact division",low_confidence,,1.0,common_parent_of_3_candidates,both
Diagonal band of Broca,eponym,fiber tract,1,HOMBA:12034,diagonal band,dib,diagonal band,dib,HOMBA:AA30489,1614,1607,0.797348,bm25+fuzzy,Diagonal band of Broca,diagonal band,needs_review,,1.0,,both
Diagonal band of Broca,eponym,fiber tract,2,HOMBA:10354,nucleus of diagonal band,NDB,nucleus of diagonal band,NDB,HOMBA:AA30214,541,537,0.530351,bm25+fuzzy+hierarchy_parent,Diagonal band of Broca,nucleus of diagonal band,low_confidence,,1.0,common_parent_of_2_candidates,both
Diagonal band of Broca,eponym,fiber tract,3,HOMBA:10356,horizontal division of nucleus of diagonal band,NDBh,horizontal subdivision of nucleus of diagonal band,NDBh,HOMBA:10354,543,542,0.25712,bm25,Diagonal band of Broca,horizontal division of nucleus of diagonal band,low_confidence,,1.0,,both
Arcuate nucleus,name,hypothalamic - disambiguation needed,1,HOMBA:10492,arcuate nucleus of hypothalamus,ArH,arcuate nucleus of hypothalamus,Arc,HOMBA:10483,911,900,0.71707,bm25+fuzzy,Arcuate nucleus,arcuate nucleus of hypothalamus,needs_review,,1.0,,both
Arcuate nucleus,name,hypothalamic - disambiguation needed,2,HOMBA:12587,sensory relay nuclei in medulla oblongata,MoSR,sensory relay nuclei in medulla oblongata,MoSR,HOMBA:AA30451,1356,1324,0.685064,hierarchy_parent,Arcuate nucleus,sensory relay nuclei in medulla oblongata,needs_review,,1.0,common_parent_of_3_candidates,both
Arcuate nucleus,name,hypothalamic - disambiguation needed,3,HOMBA:AA30453,other nuclei in dorsal medulla,MoDx,,,HOMBA:AA30451,1364,1324,0.640224,hierarchy_parent,Arcuate nucleus,other nuclei in dorsal medulla,needs_review,,1.0,common_parent_of_3_candidates,both
Arcuate fasciculus,white_matter,language fiber tract vs hypothalamic nucleus,1,HOMBA:10569,arcuate fasciculus,af,arcuate fasciculus,af,HOMBA:AA30492,1695,1689,1.0,bm25+exact+fuzzy,Arcuate fasciculus,Arcuate fasciculus,high_confidence,,1.0,,both
Arcuate fasciculus,white_matter,language fiber tract vs hypothalamic nucleus,2,HOMBA:12731,cuneate fasciculus,cuf,cuneate fasciculus,cuf,HOMBA:AA30489,1671,1607,0.626667,bm25+fuzzy,Arcuate fasciculus,cuneate fasciculus,needs_review,,1.0,,both
Arcuate fasciculus,white_matter,language fiber tract vs hypothalamic nucleus,3,HOMBA:10594,uncinate fasciculus,unf,uncinate fasciculus,unf,HOMBA:AA30492,1811,1689,0.597784,bm25+fuzzy,Arcuate fasciculus,uncinate fasciculus,low_confidence,,1.0,,both
Raphe nuclei,collective,all raphe nuclei,1,HOMBA:12222,raphe nuclei in midbrain,MRa,midbrain raphe nuclei,MRa,HOMBA:12195,1017,986,1.0,bm25+exact+fuzzy+hierarchy_parent,Raphe nuclei,Raphe nuclei,high_confidence,,1.0,common_parent_of_2_candidates,both
Raphe nuclei,collective,all raphe nuclei,2,HOMBA:12223,dorsal raphe nucleus,DR,dorsal raphe nucleus,DR,HOMBA:12222,1018,1018,0.723833,bm25+fuzzy+hierarchy_parent,raphe nucleus,dorsal raphe nucleus,needs_review,,1.0,common_parent_of_7_candidates,both
Raphe nuclei,collective,all raphe nuclei,3,HOMBA:12235,median raphe nucleus,MnR,median raphe nucleus,MnR,HOMBA:12471,1287,1281,0.723833,bm25+fuzzy,raphe nucleus,median raphe nucleus,needs_review,,1.0,,both
Paraventricular nucleus,name,hypothalamic or thalamic - ambiguous,1,HOMBA:10457,paraventricular nucleus of thalamus,PVT,paraventricular nucleus,PaV,HOMBA:AA30274,702,702,1.0,bm25+exact+fuzzy+hierarchy_parent,Paraventricular nucleus,Paraventricular nucleus,high_confidence,,1.0,common_parent_of_3_candidates,both
Paraventricular nucleus,name,hypothalamic or thalamic - ambiguous,2,HOMBA:10476,paraventricular nucleus of hypothalamus,PVH,paraventricular nucleus of hypothalamus,PV,HOMBA:10473,883,879,0.809167,bm25+fuzzy+hierarchy_parent,Paraventricular nucleus,paraventricular nucleus of hypothalamus,needs_review,,1.0,common_parent_of_4_candidates,both
Paraventricular nucleus,name,hypothalamic or thalamic - ambiguous,3,HOMBA:10458,rostral paraventricular nucleus of thalamus,PVTr,rostral subdivision of paraventricular nucleus,PaVr,HOMBA:10457,703,703,0.755329,bm25+fuzzy,Paraventricular nucleus,rostral paraventricular nucleus of thalamus,needs_review,,1.0,,both
Lateral septum,modifier,,1,HOMBA:10352,lateral septal nuclear complex,LSN,lateral septal nucleus,LSN,HOMBA:AA30216,551,550,1.0,bm25+exact+fuzzy,Lateral septum,Lateral septum,high_confidence,lateral,1.0,,both
Lateral septum,modifier,,2,HOMBA:11550,dorsal division of lateral septal nucleus,LSd,dorsal division of lateral septal nucleus,LSNd,HOMBA:10352,552,552,0.876606,bm25+fuzzy,lateral septal nucleus,dorsal division of lateral septal nucleus,needs_review,lateral,1.0,,both
Lateral septum,modifier,,3,HOMBA:11552,ventral division of lateral septal nucleus,LSv,ventral division of lateral septal nucleus,LSNv,HOMBA:10352,554,552,0.867024,bm25+fuzzy,lateral septal nucleus,ventral division of lateral septal nucleus,needs_review,lateral,1.0,,both
Medial septum,modifier,,1,HOMBA:10351,medial septal nucleus,MSN,medial septal nucleus,MSN,HOMBA:AA30216,550,550,1.0,bm25+exact+fuzzy,Medial septum,Medial septum,high_confidence,medial,1.0,,both
Medial septum,modifier,,2,HOMBA:10376,medial nuclear complex of amygdala,Me,medial nucleus,Me,HOMBA:10372,586,578,0.786363,bm25+fuzzy,medial septal nucleus,medial nucleus,needs_review,medial,1.0,,both
Medial septum,modifier,,3,HOMBA:12402,fastigial (medial) nucleus,FAS,fastigial (medial) nucleus,Fas,HOMBA:10660,1166,1160,0.778654,bm25+fuzzy,Medial septum,medial,needs_review,medial,1.0,,both
Cingulate cortex,synonym,should match HOMBA cingulate cortex,1,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,1.0,bm25+exact+fuzzy+hierarchy_parent,Cingulate cortex,Cingulate cortex,high_confidence,,1.0,common_parent_of_5_candidates,both
Cingulate cortex,synonym,should match HOMBA cingulate cortex,2,HOMBA:10282,"midcingulate cortex (MCC, intermediate cingulate cortex)",MCC,midcingulate cortex,MCC,HOMBA:10277,218,206,0.736733,bm25+fuzzy,Cingulate cortex,midcingulate cortex,needs_review,,1.0,,both
Cingulate cortex,synonym,should match HOMBA cingulate cortex,3,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,0.717383,bm25+fuzzy,Cingulate cortex,anterior cingulate  cortex,needs_review,,1.0,,both
Insular cortex,synonym,insula synonym,1,HOMBA:10288,major insular cortex,ICx,insular neocortex,ICx,HOMBA:AA30001,196,8,1.0,bm25+exact+fuzzy+hierarchy_parent,Insular cortex,Insular cortex,high_confidence,,1.0,common_parent_of_4_candidates,both
Insular cortex,synonym,insula synonym,2,HOMBA:10328,agranular insular cortex (area Iag),Iag,agranular insular cortex (area Iag),Iag,HOMBA:10288,203,197,0.854167,bm25+fuzzy,major insular cortex,agranular major insular cortex,needs_review,,1.0,,both
Insular cortex,synonym,insula synonym,3,HOMBA:10289,dysgranular insular cortex (area Idg),Idg,dysgranular insular cortex,Idg,HOMBA:10288,200,197,0.822917,bm25+fuzzy+hierarchy_parent,major insular cortex,dysgranular major insular cortex,needs_review,,1.0,common_parent_of_2_candidates,both
