dataset,query,role,review_reference_top1_id,base_id,base_name,base_score,base_flag,impr_id,impr_name,impr_score,impr_flag
corpus,Central opercular cortex (posterior),llm_reject_top1,,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),0.646,needs_review,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.5,low_confidence
corpus,Central opercular cortex (anterior),llm_reject_top1,,HOMBA:10318,lateral (rostral) entorhinal cortex,0.6516,needs_review,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),0.5,low_confidence
corpus,Parietal area PF,llm_out_of_scope_for_rcs,,HOMBA:10226,"rostral division of IPC (IPCr, area 40, area PF)",0.6613,needs_review,HOMBA:10226,"rostral division of IPC (IPCr, area 40, area PF)",0.6613,needs_review
corpus,Intracalcarine cortex (superior),llm_reject_top1,,HOMBA:10215,superior medial parietal cortex,0.6664,needs_review,HOMBA:10243,caudal division of area 22,0.5,low_confidence
corpus,A8 catecholaminergic cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.6742,needs_review,HOMBA:AA30843,A8 dopamine cell group,0.6742,needs_review
corpus,Somatosensory area 1,llm_out_of_scope_for_rcs,,HOMBA:AA30014,area 1 of primary somatosensory cortex,0.6339,needs_review,HOMBA:AA30014,area 1 of primary somatosensory cortex,0.6339,needs_review
corpus,Somatosensory area 2,llm_out_of_scope_for_rcs,,HOMBA:AA30015,area 2 of primary somatosensory cortex,0.6339,needs_review,HOMBA:AA30015,area 2 of primary somatosensory cortex,0.6339,needs_review
corpus,Intracalcarine cortex (inferior),llm_reject_top1,,HOMBA:10225,inferior lateral parietal cortex,0.6815,needs_review,HOMBA:12879,"caudal (posterior, inferior) medullary velum",0.5,low_confidence
corpus,Anterior ventral insular area,llm_reject_top1,,HOMBA:AA30890,anterior (ventral) spinal artery,0.7074,needs_review,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.5,low_confidence
corpus,Posterior insular area,llm_reject_top1,,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.7393,needs_review,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.5,low_confidence
corpus,Temporal horn of the lateral ventricle,llm_reject_top1,,HOMBA:10597,rostral horn of lateral ventricles,0.8288,needs_review,HOMBA:10597,rostral horn of lateral ventricles,0.8288,needs_review
corpus,Medial dorsal thalamic nucleus,llm_reject_top1,,HOMBA:10445,central medial nucleus of thalamus,0.7753,modifier_conflict,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,modifier_conflict
corpus,Prefrontal area 10pp,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4595,low_confidence,HOMBA:10172,prefrontal cortex,0.4595,low_confidence
corpus,Area 55b,llm_out_of_scope_for_rcs,,HOMBA:AA30011,area 55b of premotor cortex,0.4681,low_confidence,HOMBA:AA30011,area 55b of premotor cortex,0.4681,low_confidence
corpus,Paracentral area 5L,llm_out_of_scope_for_rcs,,HOMBA:12126,"paracentral lobule, rostral part",0.4649,low_confidence,HOMBA:12126,"paracentral lobule, rostral part",0.4649,low_confidence
corpus,Paracentral area 5m,llm_out_of_scope_for_rcs,,HOMBA:12126,"paracentral lobule, rostral part",0.4649,low_confidence,HOMBA:12126,"paracentral lobule, rostral part",0.4649,low_confidence
corpus,Prefrontal area 10d,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 10r,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 47l,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 47m,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 47r,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 47s,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 8Ad,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 8Av,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 8BL,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 8BM,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4661,low_confidence,HOMBA:10172,prefrontal cortex,0.4661,low_confidence
corpus,Prefrontal area 8C,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4731,low_confidence,HOMBA:10172,prefrontal cortex,0.4732,low_confidence
corpus,Prefrontal area 9a,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4731,low_confidence,HOMBA:10172,prefrontal cortex,0.4732,low_confidence
corpus,Prefrontal area 9m,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4731,low_confidence,HOMBA:10172,prefrontal cortex,0.4732,low_confidence
corpus,Prefrontal area 9p,llm_out_of_scope_for_rcs,,HOMBA:10172,prefrontal cortex,0.4731,low_confidence,HOMBA:10172,prefrontal cortex,0.4732,low_confidence
corpus,Vestigial hippocampal sulcus,llm_reject_top1,,HOMBA:10560,hippocampal commissure,0.4884,low_confidence,HOMBA:10560,hippocampal commissure,0.4884,low_confidence
corpus,Cingulate area 24dd,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4884,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4884,low_confidence
corpus,Cingulate area 24dv,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4884,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4884,low_confidence
corpus,Opercular area OP2-3,llm_out_of_scope_for_rcs,,HOMBA:266441161,opercular subdivision of area 44,0.4927,low_confidence,HOMBA:266441161,opercular subdivision of area 44,0.4927,low_confidence
corpus,Premotor area 6mp,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5036,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5037,low_confidence
corpus,Cingulate area 23c,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence
corpus,Cingulate area 23d,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence
corpus,Cingulate area 31a,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence
corpus,Cingulate area a24,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence
corpus,Cingulate area p24,llm_out_of_scope_for_rcs,,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence,HOMBA:10217,cingulate subdivision of area 5,0.4934,low_confidence
corpus,Premotor area 6a,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence
corpus,Premotor area 6d,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence
corpus,Premotor area 6m,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence
corpus,Premotor area 6r,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence
corpus,Premotor area 6v,llm_out_of_scope_for_rcs,,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",0.5111,low_confidence
corpus,Centre median parafascicular complex,llm_reject_top1,,HOMBA:10428,posterior nuclear complex of thalamus,0.5019,low_confidence,HOMBA:10428,posterior nuclear complex of thalamus,0.5019,low_confidence
corpus,Laterodorsal tegmentum,llm_reject_top1,,HOMBA:12416,pontine tegmentum,0.5002,low_confidence,HOMBA:12416,pontine tegmentum,0.5003,low_confidence
corpus,Temporal area STSda,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.498,low_confidence,HOMBA:12139,temporal lobe,0.4981,low_confidence
corpus,Temporal area STSdp,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.498,low_confidence,HOMBA:12139,temporal lobe,0.4981,low_confidence
corpus,Temporal area STSva,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.498,low_confidence,HOMBA:12139,temporal lobe,0.4981,low_confidence
corpus,Temporal area STSvp,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.498,low_confidence,HOMBA:12139,temporal lobe,0.4981,low_confidence
corpus,Temporal area STGg,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5051,low_confidence,HOMBA:12139,temporal lobe,0.5051,low_confidence
corpus,Temporal area TE1a,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5076,low_confidence,HOMBA:12139,temporal lobe,0.5076,low_confidence
corpus,Temporal area TE1m,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5076,low_confidence,HOMBA:12139,temporal lobe,0.5076,low_confidence
corpus,Temporal area TE1p,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5076,low_confidence,HOMBA:12139,temporal lobe,0.5076,low_confidence
corpus,Temporal area TE2a,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5076,low_confidence,HOMBA:12139,temporal lobe,0.5076,low_confidence
corpus,Forel's field H,llm_out_of_scope_for_rcs,,HOMBA:AA30325,prerubral field (field H3),0.5177,low_confidence,HOMBA:AA30325,prerubral field (field H3),0.5177,low_confidence
corpus,Temporal area PSL,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5127,low_confidence,HOMBA:12139,temporal lobe,0.5127,low_confidence
corpus,Temporal area TGd,llm_out_of_scope_for_rcs,,HOMBA:12139,temporal lobe,0.5127,low_confidence,HOMBA:12139,temporal lobe,0.5127,low_confidence
corpus,Opercular area OP1,llm_out_of_scope_for_rcs,,HOMBA:266441161,opercular subdivision of area 44,0.5208,low_confidence,HOMBA:266441161,opercular subdivision of area 44,0.5208,low_confidence
corpus,Opercular area OP4,llm_out_of_scope_for_rcs,,HOMBA:266441161,opercular subdivision of area 44,0.5278,low_confidence,HOMBA:266441161,opercular subdivision of area 44,0.5278,low_confidence
corpus,Precuneal cortex,llm_reject_top1,,HOMBA:10172,prefrontal cortex,0.5343,low_confidence,HOMBA:10159,cerebral cortex,0.5,low_confidence
corpus,Prefrontal area 9-46d,llm_out_of_scope_for_rcs,,HOMBA:10181,intermediate division of DFC (area 9/46),0.545,low_confidence,HOMBA:10181,intermediate division of DFC (area 9/46),0.545,low_confidence
corpus,Prefrontal area 9-46v,llm_out_of_scope_for_rcs,,HOMBA:10181,intermediate division of DFC (area 9/46),0.545,low_confidence,HOMBA:10181,intermediate division of DFC (area 9/46),0.545,low_confidence
corpus,A1 catecholaminergic cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.5466,low_confidence,HOMBA:AA30843,A8 dopamine cell group,0.5467,low_confidence
corpus,A4 catecholaminergic cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.5466,low_confidence,HOMBA:AA30843,A8 dopamine cell group,0.5467,low_confidence
corpus,A5 catecholaminergic cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.5466,low_confidence,HOMBA:AA30843,A8 dopamine cell group,0.5467,low_confidence
corpus,Insular area FOP1,llm_out_of_scope_for_rcs,,HOMBA:12176,insular lobe,0.5475,low_confidence,HOMBA:12176,insular lobe,0.5475,low_confidence
corpus,Insular area FOP2,llm_out_of_scope_for_rcs,,HOMBA:12176,insular lobe,0.5475,low_confidence,HOMBA:12176,insular lobe,0.5475,low_confidence
corpus,Insular area FOP3,llm_out_of_scope_for_rcs,,HOMBA:12176,insular lobe,0.5475,low_confidence,HOMBA:12176,insular lobe,0.5475,low_confidence
corpus,Insular area FOP4,llm_out_of_scope_for_rcs,,HOMBA:12176,insular lobe,0.5475,low_confidence,HOMBA:12176,insular lobe,0.5475,low_confidence
corpus,Insular area FOP5,llm_out_of_scope_for_rcs,,HOMBA:12176,insular lobe,0.5475,low_confidence,HOMBA:12176,insular lobe,0.5475,low_confidence
corpus,Anterior intraparietal area,llm_reject_top1,,HOMBA:AA30484,rostral (anterior) branch of anterior commissure,0.5493,low_confidence,HOMBA:10362,anterior amygdaloid area,0.5068,low_confidence
corpus,Cuneal cortex,llm_reject_top1,,HOMBA:12308,external shell (cortex) of inferior colliculus,0.5664,low_confidence,HOMBA:AA30018,posterior limiting parietal cortex,0.5133,low_confidence
corpus,Temporal area TF,llm_out_of_scope_for_rcs,,HOMBA:10260,lateral division of PHC (area TF),0.5687,low_confidence,HOMBA:10260,lateral division of PHC (area TF),0.5688,low_confidence
corpus,Parietal area IP0,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area IP1,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area IP2,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area PFt,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area PGi,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area PGp,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Parietal area PGs,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5658,low_confidence,HOMBA:12131,parietal lobe,0.5659,low_confidence
corpus,Frontal area SFL,llm_out_of_scope_for_rcs,,HOMBA:12113,frontal lobe,0.5715,low_confidence,HOMBA:12113,frontal lobe,0.5716,low_confidence
corpus,Parietal area PFm,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5758,low_confidence,HOMBA:12131,parietal lobe,0.5759,low_confidence
corpus,Parietal area PFop,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.5776,low_confidence,HOMBA:12131,parietal lobe,0.5776,low_confidence
corpus,Parietal area PFcm,llm_out_of_scope_for_rcs,,HOMBA:12131,parietal lobe,0.579,low_confidence,HOMBA:12131,parietal lobe,0.579,low_confidence
species,Centrolateral and Paracentral Thalamus,llm_reject_top1,,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.5871,low_confidence,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.5872,low_confidence
species,"Ventral striatal region, unspecified",llm_reject_top1,,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.6019,needs_review,HOMBA:AA30195,ventral striatum (STRv),0.5681,low_confidence
species,Fastigial Cerebellar Nucleus,llm_reject_top1,,HOMBA:10660,cerebellar deep nuclei,0.6095,needs_review,HOMBA:10660,cerebellar deep nuclei,0.6095,needs_review
species,Saginum Nucleus,llm_reject_top1,,HOMBA:12313,sagulum nucleus (nucleus sagulum),0.6108,needs_review,HOMBA:12313,sagulum nucleus (nucleus sagulum),1.0,high_confidence
species,"Primary somatosensory area, forelimb representation",llm_out_of_scope_for_rcs,,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.6168,needs_review,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.6168,needs_review
species,"Primary somatosensory area, hindlimb representation",llm_out_of_scope_for_rcs,,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.6168,needs_review,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.6168,needs_review
species,Perirhinal area 36,llm_out_of_scope_for_rcs,,HOMBA:AA30025,perirhinal cortical region,0.6239,needs_review,HOMBA:AA30025,perirhinal cortical region,0.6239,needs_review
species,Orbital cortex (ventral),llm_reject_top1,,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.6295,needs_review,HOMBA:10194,orbital frontal cortex,0.6158,needs_review
species,Ethmoid-Limitans nucleus,llm_reject_top1,,HOMBA:AA30314,ethmoid thalamic nucleus,0.6309,needs_review,HOMBA:AA30314,ethmoid thalamic nucleus,0.6309,needs_review
species,"Supratemporal plane, posterior",llm_reject_top1,,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.6392,needs_review,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.5,low_confidence
species,Perirhinal area 35,llm_out_of_scope_for_rcs,,HOMBA:10320,perirhinal cortex (area 35),0.6507,needs_review,HOMBA:10320,perirhinal cortex (area 35),0.6507,needs_review
species,Nucleus of the stria medullaris,llm_reject_top1,,HOMBA:10590,stria medullaris of thalamus,0.6458,needs_review,HOMBA:10590,stria medullaris of thalamus,0.6458,needs_review
species,"Central opercular cortex, posterior",llm_reject_top1,,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),0.646,needs_review,HOMBA:12841,"lobule III (central lobule and wing, posterior part)",0.5794,low_confidence
species,"Laterodorsal thalamic nucleus, ventrolateral part",llm_reject_top1,,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.6508,needs_review,HOMBA:12519,laterodorsal tegmental nucleus,0.6365,needs_review
species,Anterior Interposed Cerebellar Nucleus,llm_reject_top1,,HOMBA:12471,pontine raphe region,0.6497,needs_review,HOMBA:12471,pontine raphe region,0.6497,needs_review
species,Frontal association cortex,llm_out_of_scope_for_rcs,,HOMBA:10161,frontal cortex,0.6635,needs_review,HOMBA:10161,frontal cortex,0.6635,needs_review
species,"Laterodorsal thalamic nucleus, dorsomedial part",llm_reject_top1,,HOMBA:AA30276,ventral midline nuclei of thalamus,0.6675,needs_review,HOMBA:AA30276,ventral midline nuclei of thalamus,0.6609,needs_review
species,Posterior Interposed Cerebellar Nucleus,llm_reject_top1,,HOMBA:12844,posterior lobe of cerebellar cortex,0.6607,needs_review,HOMBA:12844,posterior lobe of cerebellar cortex,0.6607,needs_review
species,Septimbrial nucleus,llm_reject_top1,,HOMBA:13032,septofimbrial nucleus,0.6729,needs_review,HOMBA:13032,septofimbrial nucleus,1.0,high_confidence
species,Ventroposterior medial and lateral thalamic nuclei,llm_reject_top1,,HOMBA:11515,medial subdivision of LaV,0.665,needs_review,HOMBA:11515,medial subdivision of LaV,0.6869,needs_review
species,Ventral orbital area,llm_reject_top1,,HOMBA:12261,ventral tegmental area,0.6981,needs_review,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.5,low_confidence
species,Lateral Cerebellar Nucleus,llm_reject_top1,,HOMBA:AA30564,lateral region of cerebellar hemisphere,0.6835,needs_review,HOMBA:AA30564,lateral region of cerebellar hemisphere,0.6834,needs_review
species,Ventroposterior inferior thalamic nucleus,llm_reject_top1,,HOMBA:10409,pulvinar of thalamus,0.7071,needs_review,HOMBA:10448,caudal intralaminar nuclei of thalamus,0.663,needs_review
species,Orbital cortex (ventrolateral),llm_reject_top1,,HOMBA:13324,ventrolateral temporal cortex,0.7159,needs_review,HOMBA:13324,ventrolateral temporal cortex,0.716,needs_review
species,Centrolateral and paracentral thalamic nuclei,llm_reject_top1,,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.7199,needs_review,HOMBA:10446,paracentral nucleus of thalamus,0.6399,needs_review
species,Interanteromedial Thalamus,llm_reject_top1,,HOMBA:AA30276,ventral midline nuclei of thalamus,0.7068,needs_review,HOMBA:13048,interanteromedial nucleus of thalamus,0.6268,needs_review
species,Stria medullaris thalami,llm_reject_top1,,HOMBA:10590,stria medullaris of thalamus,0.7155,needs_review,HOMBA:10590,stria medullaris of thalamus,1.0,high_confidence
species,Basomedial amygdaloid nucleus,llm_reject_top1,,HOMBA:10366,basolateral nuclear group of amygdala,0.7072,needs_review,HOMBA:10369,basomedial nucleus (accessory basal nucleus) of amygdala,0.6272,needs_review
species,Optic tract and optic chiasm,llm_reject_top1,,HOMBA:10644,optic chiasm,0.7278,needs_review,HOMBA:10644,optic chiasm,0.7376,needs_review
species,Intermediodorsal Thalamus,llm_reject_top1,,HOMBA:AA30274,dorsal midline nuclei of thalamus,0.7102,needs_review,HOMBA:13049,intermediodorsal  nucleus of thalamus,0.6302,needs_review
species,Ventrolateral thalamic nucleus,llm_reject_top1,,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.7446,needs_review,HOMBA:10420,ventral lateral nucleus of thalamus,1.0,high_confidence
species,Kolliker-Fuse Nucleus,llm_reject_top1,,HOMBA:12518,Koelliker-Fuse nucleus,0.7564,needs_review,HOMBA:12518,Koelliker-Fuse nucleus,1.0,high_confidence
species,Laterodorsal thalamic nucleus,llm_reject_top1,,HOMBA:10393,anterodorsal nucleus of thalamus,0.7847,needs_review,HOMBA:10396,lateral dorsal nucleus of thalamus,1.0,high_confidence
species,Intergeniculate leaflet,llm_reject_top1,,HOMBA:AA30305,intergeniculate leaf,0.7733,needs_review,HOMBA:AA30305,intergeniculate leaf,1.0,high_confidence
species,A11 dopamine cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.7763,needs_review,HOMBA:AA30843,A8 dopamine cell group,0.7763,needs_review
species,A13 dopamine cell group,llm_out_of_scope_for_rcs,,HOMBA:AA30843,A8 dopamine cell group,0.7763,needs_review,HOMBA:AA30843,A8 dopamine cell group,0.7763,needs_review
species,Mesencephalic Reticular Formation,llm_reject_top1,,HOMBA:15547,isthmic reticular formation,0.7775,needs_review,HOMBA:15547,isthmic reticular formation,0.7775,needs_review
species,Spinal Trigeminal Nucleus Intermediate,llm_reject_top1,,HOMBA:12436,afferent nuclei of cranial nerves in pons,0.7809,needs_review,HOMBA:12572,spinal trigeminal nucleus,0.7547,needs_review
species,Optic tract/chiasma,llm_reject_top1,,HOMBA:10589,optic tract,0.7884,needs_review,HOMBA:10644,optic chiasm,0.7436,needs_review
species,Cerebellar Lobule 10 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7921,needs_review,HOMBA:10658,cerebellar vermis,0.7121,needs_review
species,Cerebellar Lobule 1 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 2 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 3 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 4 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 5 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 6 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 7 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 8 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Cerebellar Lobule 9 Vermis,llm_out_of_scope_for_rcs,,HOMBA:AA30563,cerebellar morphology,0.7986,needs_review,HOMBA:10658,cerebellar vermis,0.7186,needs_review
species,Medial Raphe,llm_reject_top1,,HOMBA:12402,fastigial (medial) nucleus,0.8075,needs_review,HOMBA:12235,median raphe nucleus,0.5491,low_confidence
species,Locus-coeruleus Region,llm_reject_top1,,HOMBA:12499,nucleus coeruleus (locus coeruleus),0.8084,needs_review,HOMBA:12499,nucleus coeruleus (locus coeruleus),1.0,high_confidence
species,Dorsal Lateral Leminscus Nucleus,llm_reject_top1,,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),0.811,needs_review,HOMBA:12455,dorsal nucleus of lateral lemniscus,0.9726,high_confidence
species,Abducens Motor Nucleus,llm_reject_top1,,HOMBA:12417,efferent nuclei of cranial nerves in pons,0.8193,needs_review,HOMBA:12418,abducens nucleus,0.7393,needs_review
species,Medial Emminence,llm_out_of_scope_for_rcs,,HOMBA:12820,medial eminence,0.8199,needs_review,HOMBA:12402,fastigial (medial) nucleus,0.5,low_confidence
species,Ventromedial thalamic nucleus,llm_reject_top1,,HOMBA:10448,caudal intralaminar nuclei of thalamus,0.8387,needs_review,HOMBA:10427,ventral medial nucleus of thalamus,1.0,high_confidence
species,Paraventricular hypothalamic nucleus,llm_reject_top1,,HOMBA:AA30274,dorsal midline nuclei of thalamus,0.8661,needs_review,HOMBA:10457,paraventricular nucleus of thalamus,0.7861,needs_review
species,Lateral Ventral Amygdaloid Nucleus,llm_reject_top1,,HOMBA:12093,ventral amygdaloid efferent path,0.6011,modifier_conflict,HOMBA:12093,ventral amygdaloid efferent path,0.6011,modifier_conflict
species,Paraventricular hypothalamic nucleus (medial parvicellular dorsal zone),llm_reject_top1,,HOMBA:10489,dorsal division of VMHco,0.629,modifier_conflict,HOMBA:10489,dorsal division of VMHco,0.629,modifier_conflict
species,Frontal association area 3,llm_out_of_scope_for_rcs,,HOMBA:10190,"frontal polar cortex (FP, area 10)",0.3712,low_confidence,HOMBA:10190,"frontal polar cortex (FP, area 10)",0.3712,low_confidence
species,"Primary somatosensory area, barrel field",llm_out_of_scope_for_rcs,,HOMBA:AA30880,barrel field of S1fm (rodents),0.3142,low_confidence,HOMBA:AA30880,barrel field of S1fm (rodents),0.3142,low_confidence
